idx,sentence,followup,stype,ftype,OP1,OP1_type,OP2,OP2_type,GPT-2,GPT-2 Medium,GPT-2 Large,GPT-2 XL,Llama-2 7B,Llama-2 7B Chat,Llama-2 13B,Llama-2 13B Chat,Llama-2 70B,Llama-2 70B Chat,GPT-3 davinci,GPT-3.5 td-002,GPT-3.5 td-003
25,I frequently read these few books from the library,because I enjoy these books.,Sc,F1,na_control,na_control,na_control,na_control,-19.478775024414062,-18.379165649414062,-17.906721115112305,-18.037992477416992,-16.5191593170166,-16.34196376800537,-16.45315933227539,-18.39822006225586,-15.547809600830078,-17.784050941467285,-16.7808499,-13.1700654,-20.655865400000003
25,I frequently read these few books from the library,and they are different books each time.,Sc,F2,na_control,na_control,na_control,na_control,-26.72152709960937,-23.52639389038086,-24.30882167816162,-22.19330310821533,-22.516499519348145,-23.51393985748291,-20.29672813415528,-21.730706214904785,-20.034141540527344,-21.379777908325195,-22.08875585,-20.55859895,-27.73980366
26,I usually buy some groceries from the market,since I need those groceries for cooking.,S,F1,usually,QA,some,QD,-29.10900115966797,-25.23999786376953,-27.8855619430542,-27.7019910812378,-25.228739738464355,-29.435662269592285,-26.5817232131958,-29.503880500793457,-24.4691219329834,-30.207075119018555,-28.6439033,-27.19664738,-28.29824225
26,I usually buy some groceries from the market,although it's a different set of groceries each time.,S,F2,usually,QA,some,QD,-35.765419006347656,-35.39183044433594,-36.56647109985352,-34.952874183654785,-36.24081039428711,-36.42903137207031,-32.92226791381836,-33.96988582611084,-36.29976844787598,-37.799198150634766,-34.948249579999995,-38.00789181,-39.38279357
26,I bought some groceries from the market,since I need those groceries for cooking.,Sc,F1,na_control,na_control,na_control,na_control,-31.694419860839844,-27.267105102539062,-30.951306343078613,-30.281063079833984,-28.25816535949707,-32.826791763305664,-29.56859016418457,-32.5738000869751,-27.91365909576416,-33.407596588134766,-31.512655700000007,-35.3456633,-35.49780244
26,I bought some groceries from the market,although it's a different set of groceries each time.,Sc,F2,na_control,na_control,na_control,na_control,-38.44435119628906,-38.616801261901855,-38.60334873199463,-38.741557121276855,-39.399115562438965,-41.55447959899902,-37.67081165313721,-40.46262836456299,-39.004897117614746,-44.70778846740723,-38.9316247,-49.08816191999999,-53.93543259999999
27,I always play a game on my phone,as it's my favourite game.,S,F1,always,QA,a/an,IND,-19.13043212890625,-20.892051696777344,-20.839539051055908,-20.644992351531982,-23.77049827575684,-36.10413932800293,-21.22112274169922,-25.30933284759521,-22.15397930145264,-27.825215339660645,-24.211767500000004,-25.5197615,-28.2152692
27,I always play a game on my phone,although it's a different game each time.,S,F2,always,QA,a/an,IND,-27.31951141357422,-26.9803204536438,-24.63654613494873,-24.12459421157837,-23.403364181518555,-24.543110370635983,-24.497179985046387,-25.378457069396973,-24.69227695465088,-24.36868476867676,-24.67635484,-29.43388576,-33.46980497
27,I always play this game on my phone,as it's my favourite game.,Sc,F1,na_control,na_control,na_control,na_control,-16.479530334472656,-18.334762573242188,-19.37002897262573,-17.27104091644287,-15.21641731262207,-18.92207908630371,-16.27316379547119,-18.295157432556152,-15.960368156433104,-20.78430557250977,-16.656152399999996,-18.9336789,-20.921120960000003
27,I always play this game on my phone,although it's a different game each time.,Sc,F2,na_control,na_control,na_control,na_control,-27.195480346679688,-27.67319083213806,-26.59956645965576,-25.86700677871704,-27.137495040893555,-25.757028579711918,-28.2466983795166,-31.22659111022949,-31.369526863098145,-32.96334457397461,-28.95187177,-31.47462059,-37.974292169
29,I often listen to a few songs while working,because I enjoy these songs.,S,F1,often,QA,a few,QD,-20.62191772460937,-19.682861328125,-20.36421823501587,-19.515045166015625,-20.566225051879883,-26.72014331817627,-21.721508979797363,-27.706717491149902,-19.65977382659912,-26.75862598419189,-22.0050855,-20.3419136,-27.88013527
29,I often listen to a few songs while working,and they are different songs each time.,S,F2,often,QA,a few,QD,-24.45838165283203,-25.77730178833008,-23.326735973358154,-21.15180349349976,-22.21819400787353,-24.791406631469727,-21.68645477294922,-27.14410400390625,-19.77163314819336,-21.87379646301269,-20.58819505,-21.20388864,-26.4976095
29,I often listen to these few songs while working,because I enjoy these songs.,Sc,F1,na_control,na_control,na_control,na_control,-20.69160461425781,-19.303985595703125,-20.45943307876587,-20.339076042175293,-18.33497142791748,-23.97523307800293,-18.69111061096192,-25.16619300842285,-16.726740837097168,-24.75736713409424,-19.3254543,-18.2084326,-26.5473097
29,I often listen to these few songs while working,and they are different songs each time.,Sc,F2,na_control,na_control,na_control,na_control,-25.801963806152344,-26.17273712158203,-24.839538097381592,-24.84745645523072,-23.821308135986328,-25.56557559967041,-25.693115234375,-28.51041984558105,-22.10778522491455,-27.268534660339355,-25.66277946,-24.802189349999995,-33.74714522
30,I always order some dishes from the restaurant,since I like those dishes.,S,F1,always,QA,some,QD,-21.63884735107422,-20.1322021484375,-21.09569263458252,-19.676331520080566,-17.20411777496338,-19.63009738922119,-19.198542594909668,-21.459792137146,-18.78448486328125,-24.15800189971924,-20.1806157,-19.0356109,-22.6439765
30,I always order some dishes from the restaurant,although it's a different set of dishes each time.,S,F2,always,QA,some,QD,-32.706336975097656,-31.273256301879883,-30.51633644104004,-29.69158411026001,-31.782675743103027,-30.915457725524902,-29.74021816253662,-30.34875965118408,-30.86723041534424,-33.428404808044434,-31.299568110000003,-35.650315985999995,-40.23190816
30,I ordered some dishes from the restaurant,since I like those dishes.,Sc,F1,na_control,na_control,na_control,na_control,-23.93228912353516,-23.232742309570312,-24.11975717544556,-21.88251209259033,-20.97944068908692,-23.57935333251953,-21.9097318649292,-26.759089469909668,-22.159403800964355,-29.2208251953125,-22.61842925,-23.6403235,-29.5933284
30,I ordered some dishes from the restaurant,although it's a different set of dishes each time.,Sc,F2,na_control,na_control,na_control,na_control,-35.048126220703125,-34.64807319641113,-34.42892503738403,-34.26475763320923,-36.72635078430176,-40.25625514984131,-35.88654708862305,-39.84804534912109,-39.89576244354248,-44.4591703414917,-35.62832395,-41.52711376999999,-48.7122144
31,I always cook with a few ingredients,since I like those ingredients.,S,F1,always,QA,a few,QD,-26.1718978881836,-24.83047866821289,-24.254859447479248,-25.861945152282715,-24.901179313659668,-28.31944942474365,-21.872426986694336,-25.27108860015869,-24.7343111038208,-29.86340808868408,-25.24710726,-27.89746603,-30.7077033
31,I always cook with a few ingredients,and it's a different group of ingredients each time.,S,F2,always,QA,a few,QD,-30.82403564453125,-32.385305404663086,-32.226638317108154,-29.03413963317871,-28.946145057678223,-28.41559600830078,-30.795141220092773,-31.303826332092285,-29.394972801208496,-29.235849380493164,-34.62026398,-28.25881284,-30.546762575
31,I cooked with a few ingredients,since I like those ingredients.,Sc,F1,na_control,na_control,na_control,na_control,-27.79090118408203,-25.88146209716797,-25.50980043411255,-24.04376649856568,-24.78105640411377,-31.841851711273197,-22.18427562713623,-25.44243049621582,-23.82564163208008,-29.24541282653809,-28.2448929,-27.325953,-32.81906088
31,I cooked with a few ingredients,and it's a different group of ingredients each time.,Sc,F2,na_control,na_control,na_control,na_control,-34.123252868652344,-36.381141662597656,-36.32890748977661,-33.354490756988525,-33.48022270202637,-32.514692306518555,-33.35794258117676,-34.065707206726074,-34.89828586578369,-34.6465950012207,-52.3882254375,-35.12320493000001,-44.422610713000005
32,I frequently swim with most of my friends,because they are also good swimmers.,S,F1,frequently,QA,most,QD,-20.48310089111328,-17.592432022094727,-18.10554075241089,-17.73415994644165,-17.78152561187744,-15.755295753479004,-18.25181293487549,-18.015456199646,-17.61367893218994,-16.649763107299805,-17.266121487630002,-13.6247489046,-19.82068328604
32,I frequently swim with most of my friends,even though it's a different set of friends each time.,S,F2,frequently,QA,most,QD,-38.02831268310547,-34.51294469833374,-36.09843635559082,-34.22893476486206,-29.710732460021973,-29.247280597686768,-30.111327171325684,-30.572534561157227,-30.35280132293701,-27.963661193847656,-31.084049200000003,-32.38777908,-35.20424349
32,I swam with most of my friends,because they are also good swimmers.,Sc,F1,na_control,na_control,na_control,na_control,-25.188247680664062,-22.058713912963867,-22.44725608825684,-21.405739784240723,-18.88327121734619,-16.460505485534668,-19.178040504455566,-16.374682426452637,-19.77328491210937,-20.06778049468994,-19.11245532954,-16.541297021850003,-19.08138955085
32,I swam with most of my friends,even though it's a different set of friends each time.,Sc,F2,na_control,na_control,na_control,na_control,-38.52865219116211,-39.4101676940918,-38.355031967163086,-38.1046986579895,-34.47019863128662,-34.21777677536011,-35.49733066558838,-36.687950134277344,-33.10504627227783,-33.698875427246094,-35.43148996,-37.84423365,-40.05957154000001
33,I generally work with three colleagues,because the three colleagues are efficient.,S,F1,generally,QA,three,NMR,-31.68500518798828,-31.45529556274414,-30.83632802963257,-34.8122296333313,-33.07204294204712,-35.29848051071167,-31.915507316589355,-33.87021255493164,-33.43955421447754,-36.3979082107544,-33.0724327,-31.0201854,-34.2231047
33,I generally work with three colleagues,although it's a different trio of colleagues each time.,S,F2,generally,QA,three,NMR,-43.52296447753906,-41.9168586730957,-39.47569465637207,-38.771554470062256,-35.79634189605713,-38.50169658660889,-33.09118175506592,-36.08542919158936,-33.04651355743408,-40.7758674621582,-33.68218436000001,-37.39017845,-36.44501766
33,I generally work with these three colleagues,because the three colleagues are efficient.,Sc,F1,na_control,na_control,na_control,na_control,-30.76470184326172,-30.35566711425781,-31.77077865600586,-32.5444016456604,-32.76622676849365,-32.601112842559814,-31.79490375518799,-33.69364309310913,-31.741520881652832,-32.00037097930908,-28.213202400000004,-29.575859900000005,-37.6933624
33,I generally work with these three colleagues,although it's a different trio of colleagues each time.,Sc,F2,na_control,na_control,na_control,na_control,-43.08663940429688,-40.958457946777344,-38.38745355606079,-36.76330089569092,-36.55921268463135,-37.88790702819824,-35.79695415496826,-37.97942066192627,-37.1797399520874,-40.476003646850586,-34.10305596,-39.591248500000006,-41.766026800000006
34,I always run with a few friends,since they are also fitness enthusiasts.,S,F1,always,QA,a few,QD,-28.90902709960937,-27.318328857421875,-25.392335414886475,-26.29476261138916,-23.727320671081543,-22.22692108154297,-24.092427253723145,-26.24449825286865,-23.6475477218628,-26.62405586242676,-25.9049869,-22.4583309,-23.1144348
34,I always run with a few friends,though it's different friends each time.,S,F2,always,QA,a few,QD,-37.504974365234375,-34.9278678894043,-32.746973514556885,-33.63665294647217,-27.595683097839355,-30.11187744140625,-24.35233211517334,-30.17241096496582,-23.88209819793701,-30.105477333068848,-23.66564556,-24.78482552,-26.07424057
34,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,na_control,na_control,na_control,na_control,-29.045196533203125,-28.04431533813477,-25.053507804870605,-26.316649436950684,-23.207565307617188,-20.36260032653809,-21.364112854003903,-20.70311546325684,-23.353731155395508,-21.3945837020874,-23.49867865,-23.7793523,-21.6385676
34,I always run with these few friends,though it's different friends each time.,Sc,F2,na_control,na_control,na_control,na_control,-36.75924682617188,-34.44673156738281,-31.52796983718872,-33.159549713134766,-27.537127017974854,-31.2173376083374,-24.54478645324707,-29.79129219055176,-25.104427337646484,-32.34471035003662,-24.72486366,-27.31186336,-31.22755872
36,I often travel with several friends,because I enjoy their company.,S,F1,often,QA,several,QD,-18.035964965820312,-16.022987365722656,-15.086770057678224,-15.974694728851318,-11.440177917480469,-12.123644828796388,-11.665952682495115,-13.100264549255373,-13.239013671875,-14.068415641784668,-13.59021881,-11.338626606,-14.576820050000002
36,I often travel with several friends,even though it's a different group of friends each time.,S,F2,often,QA,several,QD,-37.44380187988281,-32.96006202697754,-33.15960884094238,-30.55924940109253,-28.11671161651612,-32.20909261703491,-28.503814697265625,-31.72010326385498,-30.093806266784668,-35.67703723907471,-30.682604580000003,-29.72656664,-35.671561684000004
36,I travelled with several friends,because I enjoy their company.,Sc,F1,na_control,na_control,na_control,na_control,-24.465255737304688,-23.395904541015625,-20.6838607788086,-20.818665981292725,-18.780107498168945,-18.681900024414062,-17.249789237976074,-16.793654441833496,-18.523966789245605,-19.635807991027832,-17.906684486000003,-15.225272258,-17.142791755999998
36,I travelled with several friends,even though it's a different group of friends each time.,Sc,F2,na_control,na_control,na_control,na_control,-41.57557678222656,-41.42801284790039,-38.84910869598389,-37.75664567947388,-35.009196758270264,-35.719157695770264,-35.046895027160645,-36.28573894500733,-35.29751491546631,-37.464351654052734,-34.476585830000005,-33.714128470000006,-37.81734951
37,I generally study with two classmates,because the two classmates are good study partners.,S,F1,generally,QA,two,NMR,-33.318450927734375,-31.20877456665039,-31.317689418792725,-34.27573108673096,-26.63535976409912,-28.22882652282715,-27.68690490722656,-30.07077693939209,-26.6126012802124,-33.538939476013184,-29.399790860000003,-28.8169402,-35.32343645
37,I generally study with two classmates,although it's a different pair of classmates each time.,S,F2,generally,QA,two,NMR,-39.57779693603516,-37.840030670166016,-36.29961156845093,-34.31831789016724,-31.22504091262817,-33.038169860839844,-28.800835609436035,-30.077272415161133,-28.4636287689209,-34.21080780029297,-28.27852937,-30.70564554,-30.12168844
37,I generally study with these two classmates,because the two classmates are good study partners.,Sc,F1,na_control,na_control,na_control,na_control,-32.596343994140625,-31.16752243041992,-31.15257358551025,-30.60771036148072,-25.90220737457276,-25.184646129608154,-26.90861320495605,-30.714512825012207,-24.49657917022705,-31.57866859436035,-25.55621313,-28.08317604,-34.18802532
37,I generally study with these two classmates,although it's a different pair of classmates each time.,Sc,F2,na_control,na_control,na_control,na_control,-38.22405242919922,-35.46066474914551,-34.80990266799927,-31.33749628067017,-31.133469581604004,-31.022233486175537,-29.58726501464844,-31.622328758239743,-31.35638332366944,-34.013675689697266,-31.19884125,-36.46152097,-35.29367464
38,I always watch a movie on the weekend,as it's my favorite movie.,S,F1,always,QA,a/an,IND,-18.553810119628903,-18.57848358154297,-17.994991779327393,-22.05982446670532,-22.459321975708008,-26.428256034851078,-21.6022367477417,-26.516496658325195,-21.368804931640625,-24.344788551330566,-24.9734047,-27.753877,-29.8773466
38,I always watch a movie on the weekend,although it's a different movie each time.,S,F2,always,QA,a/an,IND,-27.67596435546875,-25.77194023132324,-24.873693466186523,-25.533738136291504,-24.69809436798096,-24.79704570770264,-26.366021156311035,-28.11416339874268,-24.57762336730957,-26.65142059326172,-26.76223049,-32.31660142,-31.5816941
38,I watched a movie on the weekend,as it's my favorite movie.,Sc,F1,na_control,na_control,na_control,na_control,-23.95276641845703,-23.318782806396484,-23.38088321685791,-24.028143882751465,-25.79097080230713,-29.41153335571289,-24.911629676818848,-23.335135459899902,-27.97200393676757,-29.617228507995605,-25.7892981,-26.0103948,-33.563808200000004
38,I watched a movie on the weekend,although it's a different movie each time.,Sc,F2,na_control,na_control,na_control,na_control,-30.855430603027344,-29.95487594604492,-29.79699945449829,-30.80137062072754,-35.56153202056885,-34.6594672203064,-33.895042419433594,-33.57788944244385,-35.56454277038574,-34.632744789123535,-31.2144903,-33.171478619999995,-45.1921722
39,I always listen to a podcast during my commute,as it's a great podcast.,S,F1,always,QA,a/an,IND,-22.16571044921875,-22.8244857788086,-22.48649501800537,-22.43275594711304,-25.04365634918213,-30.012675285339355,-26.99552822113037,-32.68715286254883,-23.03309154510498,-30.079243659973145,-24.70652566,-24.614020600000003,-28.08053567
39,I always listen to a podcast during my commute,but it's a different podcast each day.,S,F2,always,QA,a/an,IND,-27.04814910888672,-26.704803466796875,-23.378965377807617,-22.240483283996586,-21.457029342651367,-28.321992874145508,-22.65906810760498,-25.76740550994873,-20.87687873840332,-21.8647575378418,-23.60283448,-21.12460824,-24.83560015
39,I always listen to this podcast during my commute,as it's a great podcast.,Sc,F1,na_control,na_control,na_control,na_control,-18.2796630859375,-19.745101928710938,-17.876983642578125,-17.2514386177063,-18.84233856201172,-21.697060585021973,-20.291863441467285,-26.832563400268555,-18.13619613647461,-27.70950508117676,-20.0349721,-19.1240941,-26.34959514
39,I always listen to this podcast during my commute,but it's a different podcast each day.,Sc,F2,na_control,na_control,na_control,na_control,-26.60669708251953,-25.384254455566406,-25.476406574249268,-26.286332607269287,-25.888054847717285,-32.029582023620605,-28.826318740844727,-29.42557430267334,-29.623921394348145,-32.39083480834961,-30.68089483,-25.15675594,-32.893547870000006
40,I always bring some books when travelling,since I those particular books are interesting.,S,F1,always,QA,some,QD,-41.401275634765625,-40.48275375366211,-38.755677223205566,-37.40285873413086,-42.76627731323242,-48.314199924468994,-42.78014373779297,-48.72597599029541,-41.21890068054199,-49.19913578033447,-42.80091367,-39.2655573,-44.026217200000005
40,I always bring some books when travelling,although it's a different set of books each time.,S,F2,always,QA,some,QD,-33.85395812988281,-32.23965644836426,-30.229043006896973,-28.95256757736206,-29.22375011444092,-31.39492702484131,-29.762989044189453,-36.416945457458496,-28.924474716186523,-36.36176109313965,-31.685043034000003,-33.08412265,-35.958216596
40,I brought some books when travelling,since I those particular books are interesting.,Sc,F1,na_control,na_control,na_control,na_control,-42.82416534423828,-43.07566833496094,-40.06350564956665,-37.56259441375733,-40.47310256958008,-43.91817998886109,-39.71982479095459,-42.568922996521,-38.12007522583008,-39.31886100769043,-40.1420193,-36.27891605999999,-41.88385871
40,I brought some books when travelling,although it's a different set of books each time.,Sc,F2,na_control,na_control,na_control,na_control,-36.75446701049805,-36.093868255615234,-33.30081510543823,-32.06099891662598,-35.52839756011963,-35.866984367370605,-35.17000961303711,-36.927809715271,-35.1489143371582,-35.747520446777344,-34.30896302399999,-35.87565605,-40.93565395
41,I always carry some snacks when hiking,since I find those snacks tasty.,S,F1,always,QA,some,QD,-27.34458923339844,-25.02544403076172,-26.331615924835205,-27.713285446166992,-29.923558235168457,-38.295626640319824,-30.52897071838379,-40.49707984924317,-29.83333683013916,-38.63309669494629,-30.7271285,-32.2040621,-39.4274866
41,I always carry some snacks when hiking,although it's a different set of snacks each time.,S,F2,always,QA,some,QD,-34.64006042480469,-34.936119079589844,-33.66588735580444,-32.45073175430298,-33.16785526275635,-34.65317440032959,-33.09544086456299,-35.69619178771973,-31.58061408996582,-34.4073429107666,-31.96560582,-34.50767764,-36.37977633100001
41,I carried some snacks when hiking,since I find those snacks tasty.,Sc,F1,na_control,na_control,na_control,na_control,-31.17412567138672,-28.1743392944336,-29.19020938873291,-28.89338541030884,-30.00365972518921,-34.87562274932861,-31.243772506713867,-33.85320472717285,-28.04997634887696,-35.24089431762695,-29.25070786,-31.63478934,-38.0953156
41,I carried some snacks when hiking,although it's a different set of snacks each time.,Sc,F2,na_control,na_control,na_control,na_control,-38.44986343383789,-40.64615595340729,-38.54026365280152,-37.670894622802734,-39.32863473892212,-38.7103066444397,-38.28585815429688,-39.69100570678711,-34.82185173034668,-37.76624774932861,-36.1261609,-37.87053611,-42.50197646
42,I always wear a scarf during winter,as it's my favourite one.,S,F1,always,QA,a/an,IND,-22.2366943359375,-22.10728454589844,-20.71177387237549,-22.543120861053467,-21.10362720489502,-30.587843894958496,-22.58252239227295,-27.59645652770996,-22.091949462890625,-31.081615447998047,-19.8931747,-24.19244404,-30.62444501
42,I always wear a scarf during winter,though I don't always wear the same one.,S,F2,always,QA,a/an,IND,-28.078826904296875,-24.851810455322266,-26.29435157775879,-24.57765483856201,-22.61659336090088,-23.87382221221924,-24.16082000732422,-25.26010513305664,-22.19786834716797,-22.06252670288086,-22.4784125,-22.13008252,-26.249896922
42,I wore a scarf during winter,as it's my favourite one.,Sc,F1,na_control,na_control,na_control,na_control,-25.62247467041016,-25.435688018798828,-22.128560543060303,-24.28096055984497,-22.08921241760254,-30.077789306640625,-22.66065216064453,-27.567835807800293,-22.035362243652344,-30.10709285736084,-22.4932627,-26.3302875,-30.82577775
42,I wore a scarf during winter,though I don't always wear the same one.,Sc,F2,na_control,na_control,na_control,na_control,-30.61030578613281,-27.89313507080078,-27.964699268341064,-28.204530239105225,-28.47452449798584,-30.48007869720459,-29.42581367492676,-30.37700462341309,-27.570258140563965,-27.985777854919437,-28.7062694,-26.0301454,-33.67001347
43,Every bakery sells a type of bread,because it's a popular type of bread.,S,F1,every,QD,a/an,IND,-20.64239501953125,-19.92621624469757,-19.936931133270264,-19.98482322692871,-22.300564765930176,-22.14086151123047,-23.79855728149414,-22.87931060791016,-23.50620937347412,-22.75670337677002,-22.647460150000004,-20.233655255,-30.750041852
43,Every bakery sells a type of bread,and each type of bread is popular.,S,F2,every,QD,a/an,IND,-27.077682495117188,-20.928126335144043,-22.71463727951049,-20.618793487548828,-20.606968879699707,-24.27146053314209,-20.0862979888916,-24.28612232208252,-20.808671951293945,-25.951701164245605,-21.98978289,-22.219758463,-23.294066848
43,Every bakery sells this type of bread,because it's a popular type of bread.,Sc,F1,na_control,na_control,na_control,na_control,-17.966136932373047,-19.179607391357425,-18.838172912597656,-18.046183109283447,-18.34078025817871,-17.115089416503906,-18.68986320495605,-17.54372787475586,-17.957085609436035,-20.788555145263672,-17.93866283,-17.71058994,-15.381036226
43,Every bakery sells this type of bread,and each type of bread is popular.,Sc,F2,na_control,na_control,na_control,na_control,-26.713668823242188,-21.494667053222656,-24.61770009994507,-24.464579582214355,-24.88476848602295,-27.30674934387207,-23.30366516113281,-24.003783226013184,-25.82310104370117,-29.31902503967285,-23.380270900000003,-25.31030734,-27.462884530000004
44,Most students read a few books,as the books are informative.,S,F1,most,QD,a few,QD,-31.595382690429688,-29.74627685546875,-28.57232522964477,-30.29444408416748,-26.087085247039795,-26.371057510375977,-26.098706245422363,-25.837358474731445,-26.48960018157959,-32.2223596572876,-26.3405973,-28.26192534,-26.891108
44,Most students read a few books,and each set of books is informative.,S,F2,most,QD,a few,QD,-29.945083618164062,-28.53011703491211,-30.20445442199707,-31.52392292022705,-33.411970138549805,-35.050639152526855,-34.17467212677002,-36.32111740112305,-36.993839263916016,-37.94281196594238,-35.03351468,-35.25375364,-40.319202700000005
44,Most students read these few books,as the books are informative.,Sc,F1,na_control,na_control,na_control,na_control,-28.01007843017578,-28.11113739013672,-25.980960845947266,-27.385186672210693,-25.05177021026612,-25.249481201171875,-25.384981155395508,-24.44952774047852,-23.25772857666016,-27.132390022277832,-26.6669557,-26.3953405,-22.5549989
44,Most students read these few books,and each set of books is informative.,Sc,F2,na_control,na_control,na_control,na_control,-29.897781372070312,-28.722187042236328,-30.24178647994995,-31.812663555145264,-33.30060195922852,-34.85828113555908,-33.40657138824463,-35.648736000061035,-35.22602653503418,-37.72678565979004,-34.389996720000006,-33.62065063,-37.93363938
46,Most athletes follow a specific diet,because it's a healthy diet.,S,F1,most,QD,a/an,IND,-20.228302001953125,-20.929271697998047,-19.050381183624268,-20.19523906707764,-21.66369915008545,-30.23253536224365,-21.88594436645508,-29.70990753173828,-21.51279258728028,-29.32071685791016,-19.2126307,-23.5522738,-29.945075860000003
46,Most athletes follow a specific diet,and these specific diets are healthy.,S,F2,most,QD,a/an,IND,-23.963638305664062,-23.858657836914062,-25.576685905456543,-24.775875568389893,-26.795982360839844,-33.10137176513672,-26.48566055297852,-31.636924743652344,-26.516472816467285,-35.300339698791504,-27.0233118,-27.4900088,-33.158547320000004
46,Most athletes follow this specific diet,because it's a healthy diet.,Sc,F1,na_control,na_control,na_control,na_control,-17.231781005859375,-16.901836395263672,-15.894824028015137,-15.57192325592041,-18.58604049682617,-22.918012619018555,-19.151925086975098,-22.66336154937744,-17.971354484558105,-21.068265914916992,-20.91589754,-19.47870114,-22.051512594
46,Most athletes follow this specific diet,and these specific diets are healthy.,Sc,F2,na_control,na_control,na_control,na_control,-24.792266845703125,-22.202224731445312,-24.896871089935303,-24.285787105560303,-30.019187927246094,-33.25183343887329,-27.54863929748535,-30.997995376586918,-27.45164966583252,-35.658745765686035,-26.8091741,-28.8471096,-34.1266106
47,Every school teaches a few subjects,as these subjects are important.,S,F1,every,QD,a few,QD,-25.10516357421875,-23.40654754638672,-23.85489511489868,-24.13794946670532,-22.32389163970948,-24.877906799316406,-17.853205680847168,-20.40470314025879,-20.203896522521973,-25.525324821472168,-23.50813432,-22.11579185,-23.15188536
47,Every school teaches a few subjects,and each set of subjects is important.,S,F2,every,QD,a few,QD,-26.681167602539062,-22.66925048828125,-28.94875144958496,-25.6768856048584,-24.81024742126465,-26.183663368225098,-22.79824161529541,-23.204047203063965,-23.68718910217285,-28.586268424987797,-22.85681895,-23.60432541,-24.221447743
47,Every school teaches these few subjects,as these subjects are important.,Sc,F1,na_control,na_control,na_control,na_control,-23.42127227783203,-22.33251571655273,-22.70498943328857,-21.53444766998291,-18.50930118560791,-21.598657608032227,-16.506633758544922,-16.830979347229004,-16.043380737304688,-21.41273021697998,-20.18219468,-18.284474000000003,-18.90255595
47,Every school teaches these few subjects,and each set of subjects is important.,Sc,F2,na_control,na_control,na_control,na_control,-27.71057891845703,-25.554218292236328,-29.231369972229004,-27.225313186645508,-24.76768970489502,-27.342754364013672,-23.01071834564209,-22.124701499938965,-24.489636421203613,-28.386786460876465,-25.00291979,-25.3972839,-29.455925420000003
48,Most restaurants serve a type of cuisine,because it's a popular type of cuisine.,S,F1,most,QD,a/an,IND,-26.536518096923828,-24.098670959472656,-23.17712783813477,-22.972835540771484,-22.995646476745605,-25.932482719421387,-24.41544246673584,-27.92262840270996,-22.34212112426757,-32.10824489593506,-19.47545103,-22.26188165,-24.523996040000004
48,Most restaurants serve a type of cuisine,and these cuisines are popular.,S,F2,most,QD,a/an,IND,-25.34346008300781,-28.29169464111328,-25.94305181503296,-25.16701650619507,-22.66039085388184,-24.054521560668945,-21.97406768798828,-22.07530212402344,-22.994994163513184,-26.156052589416504,-21.687253288877,-20.950539120187,-28.834890934254
48,Most restaurants serve this type of cuisine,because it's a popular type of cuisine.,Sc,F1,na_control,na_control,na_control,na_control,-21.62823867797852,-21.841873168945312,-20.98104190826416,-20.24036359786988,-19.40400791168213,-20.06911849975586,-20.871336936950684,-21.5108585357666,-19.532501220703125,-23.58688068389893,-22.190612865,-19.915802593,-18.9303441339
48,Most restaurants serve this type of cuisine,and these cuisines are popular.,Sc,F2,na_control,na_control,na_control,na_control,-23.986778259277344,-23.975799560546875,-23.86582946777344,-23.077614307403564,-21.32153415679932,-24.27200174331665,-21.713468551635746,-22.96065616607666,-23.98698806762696,-31.869203567504883,-20.8255352868,-18.193591101586,-33.6496844915923
50,A few students read some books,because the books are interesting.,S,F1,a few,QD,some,QD,-20.667457580566406,-21.23624420166016,-20.299103260040283,-19.82622337341309,-16.134638786315918,-16.792447090148926,-17.987849235534668,-19.237401962280277,-15.213861465454102,-15.799126625061035,-16.3722417,-13.06233715,-20.8354169
50,A few students read some books,and each set of books they read is interesting.,S,F2,a few,QD,some,QD,-32.915611267089844,-36.1118392944336,-32.423826694488525,-35.208778381347656,-34.89978504180908,-36.88419675827026,-38.53124904632568,-41.11656665802002,-33.465609550476074,-39.38252067565918,-36.72692375,-35.999603670000006,-41.541259148
50,A few students read these books,because the books are interesting.,Sc,F1,na_control,na_control,na_control,na_control,-18.81604766845703,-19.066150665283203,-18.80917692184448,-17.46675682067871,-16.642457008361816,-15.292835235595703,-18.60910415649414,-18.852152824401852,-16.343811988830566,-17.36414623260498,-15.2361561,-14.5722235,-19.0515573
50,A few students read these books,and each set of books they read is interesting.,Sc,F2,na_control,na_control,na_control,na_control,-32.678672790527344,-36.74398040771485,-33.00073051452637,-34.693645000457764,-36.94505882263184,-39.55018472671509,-42.36032676696777,-44.584609031677246,-35.83562755584717,-39.19519996643066,-36.654426,-36.34859416,-43.67665713
51,Every bird builds a type of nest,as this type of nest is very comfortable.,S,F1,every,QD,a/an,IND,-31.139198303222656,-31.545459747314453,-30.677669525146484,-30.19524049758911,-30.134422302246094,-37.49369716644287,-27.25797176361084,-32.56195831298828,-32.68038845062256,-36.24369144439697,-26.8987288,-29.187860619999995,-34.22541003
51,Every bird builds a type of nest,and each type of nest is very comfortable.,S,F2,every,QD,a/an,IND,-31.132164001464844,-25.33702087402344,-28.36020803451538,-24.63595485687256,-26.18407821655273,-31.166748046875,-25.867156982421875,-27.87439346313477,-26.46797180175781,-32.573676109313965,-26.1675361,-27.28418914,-31.920319220000003
