idx,sentence,followup,stype,ftype,OP1,OP1_type,OP2,OP2_type,GPT-2,GPT-2 Medium,GPT-2 Large,GPT-2 XL,Llama-2 7B,Llama-2 7B Chat,Llama-2 13B,Llama-2 13B Chat,Llama-2 70B,Llama-2 70B Chat,GPT-3 davinci,GPT-3.5 td-002,GPT-3.5 td-003
51,I rented some pieces of gear before climbing,although it's a different set of pieces of gear each time.,Sc,F2,na_control,na_control,na_control,na_control,-44.62907409667969,-44.98098373413086,-40.02541923522949,-40.69650030136109,-44.53737926483154,-41.73584318161011,-42.283976554870605,-46.97841358184815,-45.4788932800293,-42.88502311706543,-42.44541483,-45.882939404000005,-45.771028694
53,I always buy four lamps from IKEA,because I love those four designs.,S,F1,always,QA,four,NMR,-26.59508514404297,-28.33746337890625,-25.04010963439941,-26.864699363708496,-27.339588165283203,-30.435030460357662,-23.892667770385746,-29.222493648529053,-23.289910316467285,-26.38422203063965,-25.951621600000003,-32.226967939999994,-30.68998713
53,I always buy four lamps from IKEA,but it's a different four each time.,S,F2,always,QA,four,NMR,-33.41838836669922,-34.44963455200195,-30.938093185424805,-30.44597959518433,-21.601787567138672,-22.13639259338379,-22.453816413879395,-24.584522247314453,-27.282849311828613,-25.350208282470703,-24.31024723,-25.933616647000004,-29.616619748
53,I bought four lamps from IKEA,because I love those four designs.,Sc,F1,na_control,na_control,na_control,na_control,-29.26631164550781,-31.50275421142578,-27.321033000946045,-29.608001232147217,-27.031604766845703,-31.79148578643799,-27.48812294006348,-32.725892066955566,-26.2169132232666,-31.066752433776852,-27.675895900000004,-36.957393460000006,-38.21419633
53,I bought four lamps from IKEA,but it's a different four each time.,Sc,F2,na_control,na_control,na_control,na_control,-34.98584747314453,-37.73906326293945,-35.60282564163208,-34.82612228393555,-30.1409854888916,-33.68922424316406,-32.778438568115234,-37.87650012969971,-34.722174644470215,-37.39144992828369,-32.4647789,-33.377030080000004,-39.49915592
54,Some farmers own a donkey,and the donkey is happy.,S,F1,some,QD,a/an,IND,-20.587188720703125,-20.304107666015625,-17.057740211486816,-18.71905469894409,-16.232701301574707,-18.110432147979736,-16.355751991271973,-18.67396354675293,-17.481412887573242,-19.09638786315918,-18.8269964,-16.99089667,-21.19567856
54,Some farmers own a donkey,and their donkeys are happy.,S,F2,some,QD,a/an,IND,-25.516860961914062,-24.3271918296814,-23.8697566986084,-25.59135866165161,-22.122307777404785,-24.5264196395874,-19.85685634613037,-23.77831077575684,-20.89938735961914,-22.380285263061523,-24.091736854,-22.498025337300003,-24.1893383516
54,Some farmers own this donkey,and the donkey is happy.,Sc,F1,na_control,na_control,na_control,na_control,-19.367172241210938,-18.920387268066406,-16.654049396514893,-17.1941499710083,-15.197660446166992,-15.593758583068848,-16.843360900878906,-17.46717929840088,-17.445488929748535,-17.424541473388672,-17.266168999999998,-14.27758826,-17.913668299999998
54,Some farmers own this donkey,and their donkeys are happy.,Sc,F2,na_control,na_control,na_control,na_control,-25.311798095703125,-24.16841697692871,-25.661637783050537,-26.327653408050537,-22.196189880371094,-22.97156286239624,-21.28340721130371,-22.74760055541992,-23.32148551940918,-23.610538482666016,-23.294655448,-21.98106585,-25.505465597
55,Some local guitarists play with a few backing vocalists,as the backing vocalists are talented.,S,F1,some,QD,a few,QD,-28.65863800048828,-26.186113357543945,-28.1415958404541,-27.893291473388672,-28.110605239868164,-31.53539991378784,-25.629175186157227,-30.03174591064453,-25.594104766845703,-24.07731437683105,-27.129485145,-24.36925764,-32.90065012
55,Some local guitarists play with a few backing vocalists,and each set of backing vocalists is talented.,S,F2,some,QD,a few,QD,-37.24424743652344,-33.34793663024902,-33.569472789764404,-36.28433561325073,-35.111085414886475,-40.002456188201904,-35.01424312591553,-39.805657386779785,-35.49935340881348,-35.952280044555664,-33.871533064000005,-37.163697564,-44.366093897000006
55,Some local guitarists play with these backing vocalists,as the backing vocalists are talented.,Sc,F1,na_control,na_control,na_control,na_control,-27.6023178100586,-25.31930255889893,-25.26895332336425,-26.72282600402832,-23.364198684692383,-24.09920597076416,-23.90997886657715,-23.887686729431152,-21.829490661621094,-21.50039768218994,-21.51740604,-22.78053552,-29.28910111
55,Some local guitarists play with these backing vocalists,and each set of backing vocalists is talented.,Sc,F2,na_control,na_control,na_control,na_control,-35.38063049316406,-32.53306579589844,-33.62331438064575,-33.34554195404053,-34.5957407951355,-37.32684564590454,-33.86435127258301,-35.79316520690918,-31.837092399597168,-31.03318500518799,-31.167260793000004,-33.003205400999995,-41.31326555019999
58,Some textbooks cite three authors on colonialism,because the three of them are highly regarded.,S,F1,some,QD,three ,NMR,-30.126258850097656,-30.64609146118164,-30.964378833770752,-30.445708751678467,-28.7583875656128,-36.43845462799072,-29.6751070022583,-36.88182640075684,-28.67675971984864,-32.5905237197876,-28.9446283,-29.84414903,-37.1698426395
58,Some textbooks cite three authors on colonialism,and each trio of authors is well-respected.,S,F2,some,QD,three ,NMR,-40.60543823242188,-38.03678131103516,-36.37888765335083,-37.21879148483277,-38.16617584228516,-41.56394100189209,-38.80053806304932,-46.3549222946167,-40.299842834472656,-41.87203884124756,-38.127071740000005,-39.501581400000006,-43.53198498
58,Some textbooks cite these three authors on colonialism,because the three of them are highly regarded.,Sc,F1,na_control,na_control,na_control,na_control,-30.056884765625,-28.08071517944336,-27.285356998443604,-26.24945592880249,-26.21748352050781,-28.92538070678711,-28.10906887054444,-33.39272499084473,-28.21859169006348,-31.19710254669189,-25.09305362,-26.292336092,-35.526155179
58,Some textbooks cite these three authors on colonialism,and each trio of authors is well-respected.,Sc,F2,na_control,na_control,na_control,na_control,-40.019622802734375,-38.91064834594727,-38.49553060531616,-38.60638999938965,-36.91438484191895,-40.88529109954834,-38.362823486328125,-46.10220909118652,-40.39859485626221,-42.491761207580566,-36.532908500000005,-38.9636831,-46.27556893999999
59,Most fast-food chains exclusively sell a brand of soda,because it's a popular brand of soda.,S,F1,most,QD,a/an,IND,-21.86589813232422,-23.802440643310547,-22.315991401672363,-19.04868745803833,-23.04249763488769,-26.97966957092285,-22.82042026519776,-27.91719341278076,-25.19109916687012,-27.36600685119629,-20.927115482,-25.802959457,-25.83676204
59,Most fast-food chains exclusively sell a brand of soda,"and in each case, the brand of soda is popular.",S,F2,most,QD,a/an,IND,-39.02475738525391,-34.84437561035156,-33.80820560455322,-34.21195888519287,-31.62582731246948,-34.577526569366455,-32.68674659729004,-37.73502159118652,-33.71445941925049,-38.11722469329834,-34.8511732,-34.03578104,-35.431708628
59,Most fast-food chains exclusively sell this brand of soda,because it's a popular brand of soda.,Sc,F1,na_control,na_control,na_control,na_control,-19.29686737060547,-21.617164611816406,-20.170512676239014,-18.06146144866944,-20.573671340942383,-24.085771560668945,-21.43466281890869,-25.64162826538086,-23.4294958114624,-25.264391899108887,-20.10319125,-23.096625324,-22.11447692
59,Most fast-food chains exclusively sell this brand of soda,"and in each case, the brand of soda is popular.",Sc,F2,na_control,na_control,na_control,na_control,-39.38777923583984,-35.59894561767578,-35.29879570007324,-36.93635272979736,-38.51332426071167,-43.42663240432739,-37.563958168029785,-45.95492362976074,-38.06420230865479,-45.31391716003418,-39.61992134999999,-41.86550364,-42.181469806
62,Most graduate students shop from two thrift stores,and I'm sure the two thrift stores offer great deals.,S,F1,most,QD,two,NMR,-40.114105224609375,-38.59173202514648,-38.6176381111145,-36.1160044670105,-41.21724987030029,-41.47243452072144,-38.76734924316406,-38.63663101196289,-37.81932258605957,-38.49807167053223,-37.702299612,-39.38073469700001,-37.73047781699999
62,Most graduate students shop from two thrift stores,and I'm sure each pair of thrift stores offers great deals.,S,F2,most,QD,two,NMR,-48.604888916015625,-47.07281303405762,-53.379443645477295,-52.5105299949646,-49.79126453399658,-52.04890441894531,-48.55838108062744,-53.620070457458496,-51.13074588775635,-55.40876770019531,-52.92787580000001,-50.180733844,-47.15554769800001
62,Most graduate students shop from these two thrift stores,and I'm sure the two thrift stores offer great deals.,Sc,F1,na_control,na_control,na_control,na_control,-39.24082946777344,-35.06389808654785,-35.53096055984497,-34.19355630874634,-38.34054374694824,-40.13696479797363,-35.47191047668457,-35.0661096572876,-36.032389640808105,-37.35918617248535,-35.310625245999994,-37.320134676,-34.8976699941
62,Most graduate students shop from these two thrift stores,and I'm sure each pair of thrift stores offers great deals.,Sc,F2,na_control,na_control,na_control,na_control,-45.89415740966797,-42.552473068237305,-48.80584239959717,-48.51923990249634,-48.62418365478516,-52.12874031066895,-45.97669696807861,-50.652130126953125,-50.29720306396485,-55.8184986114502,-50.56360514000001,-50.63980968,-47.72666586799999
64,All urban planners eat a few boxes of pizza,because we don't have enough pizza to go around.,S,F1,all,QD,a few,QD,-25.95801544189453,-24.064472198486328,-25.14552593231201,-23.287083625793457,-27.99351024627685,-26.97110080718994,-29.17412567138672,-26.74424171447754,-29.86867618560791,-29.458402633666992,-27.949737506,-28.9088076355,-49.5582324232
64,All urban planners eat a few boxes of pizza,because we have more than enough pizza to go around.,S,F2,all,QD,a few,QD,-28.27288818359375,-25.973125457763672,-27.118847370147705,-25.51935386657715,-29.850780487060547,-29.562811374664307,-29.304585456848145,-26.893534660339355,-29.01251220703125,-28.13876247406006,-30.590868281,-31.862187995,-48.52946329099999
64,All urban planners eat just these few boxes of pizza,because we don't have enough pizza to go around.,Sc,F1,na_control,na_control,na_control,na_control,-24.43682098388672,-24.38434600830078,-22.649624347686768,-23.13462543487549,-26.891322135925293,-29.7598180770874,-26.599210739135746,-24.107768058776852,-27.68004322052002,-24.917229652404785,-25.847403303,-23.829594886,-36.9919522727
64,All urban planners eat just these few boxes of pizza,because we have more than enough pizza to go around.,Sc,F2,na_control,na_control,na_control,na_control,-27.238121032714844,-26.20297241210937,-25.36286783218384,-25.04985857009888,-29.1131649017334,-27.672807693481445,-28.514885902404785,-26.32728576660156,-28.51280403137207,-25.803908348083496,-27.785057088,-28.672810696,-41.614893755
66,All students are supervised by two professors,since we don't have enough professors.,S,F1,all,QD,two,NMR,-26.269508361816406,-23.670753479003903,-22.52537202835083,-21.951043128967285,-27.95240497589112,-29.06929397583008,-27.96773147583008,-27.020955085754395,-29.82858371734619,-26.65283966064453,-24.18902544,-26.469812800000003,-26.117186422
66,All students are supervised by two professors,since we have more than enough professors.,S,F2,all,QD,two,NMR,-31.157302856445312,-30.288867950439453,-27.764641284942627,-27.24406862258911,-32.477356910705566,-36.280251026153564,-28.82197856903076,-31.22869110107422,-30.2698917388916,-30.592576026916504,-31.549386,-29.3207366,-30.63356838
66,All students are supervised by these two professors,since we don't have enough professors.,Sc,F1,na_control,na_control,na_control,na_control,-25.78777313232422,-23.952430725097656,-23.01522207260132,-22.01987171173096,-24.118029594421387,-23.802498817443848,-22.606717109680176,-25.740724563598636,-24.35382080078125,-24.142240524291992,-22.39810146,-23.11371548,-23.76990042
66,All students are supervised by these two professors,since we have more than enough professors.,Sc,F2,na_control,na_control,na_control,na_control,-28.864723205566406,-29.28152847290039,-27.67897129058838,-27.998005867004395,-29.683228492736816,-30.82216215133667,-28.475821495056152,-32.31630992889404,-29.40174388885498,-30.959208488464355,-31.42023426,-30.8064669,-32.84119326
