idx,workerid,sentence,followup,stype,ftype,response,OP1,OP1_type,OP2,OP2_type,comments,slide_number_in_experiment,proliferate.condition
34,794,I always run with a few friends,though it's different friends each time.,S,F2,4.0,always,QA,a few,QD,,16,Group 24
34,822,I always run with a few friends,though it's different friends each time.,S,F2,7.0,always,QA,a few,QD,,11,Group 24
34,851,I always run with a few friends,though it's different friends each time.,S,F2,6.0,always,QA,a few,QD,,26,Group 24
34,655,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,25,Group 5
34,709,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,20,Group 5
34,733,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,15,Group 5
34,762,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,20,Group 1
34,763,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,21,Group 5
34,793,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,10,Group 5
34,821,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,14,Group 5
34,848,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,26,Group 5
34,860,I always run with these few friends,since they are also fitness enthusiasts.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,18,Group 5
34,648,I always run with these few friends,though it's different friends each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,23,Group 27
34,668,I always run with these few friends,though it's different friends each time.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,14,Group 27
34,694,I always run with these few friends,though it's different friends each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,21,Group 27
34,720,I always run with these few friends,though it's different friends each time.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,6,Group 27
34,748,I always run with these few friends,though it's different friends each time.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,11,Group 27
34,778,I always run with these few friends,though it's different friends each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,7,Group 27
34,812,I always run with these few friends,though it's different friends each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,12,Group 27
34,834,I always run with these few friends,though it's different friends each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,11,Group 27
35,652,I usually dine with some colleagues,since I enjoy their company.,S,F1,6.0,usually,QA,some,QD,,5,Group 6
35,675,I usually dine with some colleagues,since I enjoy their company.,S,F1,7.0,usually,QA,some,QD,,18,Group 6
35,711,I usually dine with some colleagues,since I enjoy their company.,S,F1,6.0,usually,QA,some,QD,,18,Group 6
35,767,I usually dine with some colleagues,since I enjoy their company.,S,F1,7.0,usually,QA,some,QD,,16,Group 6
35,795,I usually dine with some colleagues,since I enjoy their company.,S,F1,5.0,usually,QA,some,QD,,15,Group 6
35,823,I usually dine with some colleagues,since I enjoy their company.,S,F1,7.0,usually,QA,some,QD,,25,Group 6
35,852,I usually dine with some colleagues,since I enjoy their company.,S,F1,7.0,usually,QA,some,QD,,26,Group 6
35,654,I usually dine with some colleagues,although it's a different set of colleagues each time.,S,F2,5.0,usually,QA,some,QD,,20,Group 1
35,681,I usually dine with some colleagues,although it's a different set of colleagues each time.,S,F2,6.0,usually,QA,some,QD,,12,Group 1
35,708,I usually dine with some colleagues,although it's a different set of colleagues each time.,S,F2,4.0,usually,QA,some,QD,,11,Group 1
35,792,I usually dine with some colleagues,although it's a different set of colleagues each time.,S,F2,5.0,usually,QA,some,QD,,16,Group 1
35,820,I usually dine with some colleagues,although it's a different set of colleagues each time.,S,F2,7.0,usually,QA,some,QD,,9,Group 1
35,847,I usually dine with some colleagues,although it's a different set of colleagues each time.,S,F2,1.0,usually,QA,some,QD,,26,Group 1
35,863,I usually dine with some colleagues,although it's a different set of colleagues each time.,S,F2,1.0,usually,QA,some,QD,,6,Group 1
35,637,I usually with these colleagues,since I enjoy their company.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,20,Group 19
35,671,I usually with these colleagues,since I enjoy their company.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,10,Group 19
35,697,I usually with these colleagues,since I enjoy their company.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,26,Group 19
35,721,I usually with these colleagues,since I enjoy their company.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,24,Group 19
35,749,I usually with these colleagues,since I enjoy their company.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,9,Group 19
35,776,I usually with these colleagues,since I enjoy their company.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,26,Group 19
35,804,I usually with these colleagues,since I enjoy their company.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,10,Group 19
35,836,I usually with these colleagues,since I enjoy their company.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,14,Group 19
35,651,I usually with these colleagues,although it's a different set of colleagues each time.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,25,Group 11
35,710,I usually with these colleagues,although it's a different set of colleagues each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,18,Group 11
35,738,I usually with these colleagues,although it's a different set of colleagues each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,26,Group 11
35,774,I usually with these colleagues,although it's a different set of colleagues each time.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,25,Group 11
35,801,I usually with these colleagues,although it's a different set of colleagues each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,6,Group 11
35,829,I usually with these colleagues,although it's a different set of colleagues each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,21,Group 11
35,841,I usually with these colleagues,although it's a different set of colleagues each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,14,Group 11
35,861,I usually with these colleagues,although it's a different set of colleagues each time.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,25,Group 11
36,651,I often travel with several friends,because I enjoy their company.,S,F1,6.0,often,QA,several,QD,,5,Group 11
36,710,I often travel with several friends,because I enjoy their company.,S,F1,6.0,often,QA,several,QD,,26,Group 11
36,738,I often travel with several friends,because I enjoy their company.,S,F1,7.0,often,QA,several,QD,,21,Group 11
36,774,I often travel with several friends,because I enjoy their company.,S,F1,6.0,often,QA,several,QD,,24,Group 11
36,801,I often travel with several friends,because I enjoy their company.,S,F1,6.0,often,QA,several,QD,,7,Group 11
36,829,I often travel with several friends,because I enjoy their company.,S,F1,7.0,often,QA,several,QD,,12,Group 11
36,841,I often travel with several friends,because I enjoy their company.,S,F1,7.0,often,QA,several,QD,,18,Group 11
36,861,I often travel with several friends,because I enjoy their company.,S,F1,6.0,often,QA,several,QD,This is seems logical,6,Group 11
36,642,I often travel with several friends,even though it's a different group of friends each time.,S,F2,4.0,often,QA,several,QD,,21,Group 14
36,665,I often travel with several friends,even though it's a different group of friends each time.,S,F2,2.0,often,QA,several,QD,,26,Group 14
36,690,I often travel with several friends,even though it's a different group of friends each time.,S,F2,7.0,often,QA,several,QD,,20,Group 14
36,718,I often travel with several friends,even though it's a different group of friends each time.,S,F2,3.0,often,QA,several,QD,,10,Group 14
36,746,I often travel with several friends,even though it's a different group of friends each time.,S,F2,5.0,often,QA,several,QD,,11,Group 14
36,775,I often travel with several friends,even though it's a different group of friends each time.,S,F2,5.0,often,QA,several,QD,,10,Group 14
36,805,I often travel with several friends,even though it's a different group of friends each time.,S,F2,4.0,often,QA,several,QD,,24,Group 14
36,832,I often travel with several friends,even though it's a different group of friends each time.,S,F2,7.0,often,QA,several,QD,,16,Group 14
36,651,I travelled with several friends,because I enjoy their company.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,18,Group 11
36,710,I travelled with several friends,because I enjoy their company.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,19,Group 11
36,738,I travelled with several friends,because I enjoy their company.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,15,Group 11
36,774,I travelled with several friends,because I enjoy their company.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,6,Group 11
36,801,I travelled with several friends,because I enjoy their company.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,14,Group 11
36,829,I travelled with several friends,because I enjoy their company.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,18,Group 11
36,841,I travelled with several friends,because I enjoy their company.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,25,Group 11
36,861,I travelled with several friends,because I enjoy their company.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,21,Group 11
36,657,I travelled with several friends,even though it's a different group of friends each time.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,26,Group 3
36,682,I travelled with several friends,even though it's a different group of friends each time.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,23,Group 3
36,713,I travelled with several friends,even though it's a different group of friends each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,11,Group 3
36,741,I travelled with several friends,even though it's a different group of friends each time.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,12,Group 3
36,769,I travelled with several friends,even though it's a different group of friends each time.,Sc,F2,6.0,na_control,na_control,na_control,na_control,,23,Group 3
36,797,I travelled with several friends,even though it's a different group of friends each time.,Sc,F2,7.0,na_control,na_control,na_control,na_control,,26,Group 3
36,825,I travelled with several friends,even though it's a different group of friends each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,20,Group 3
36,854,I travelled with several friends,even though it's a different group of friends each time.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,11,Group 3
37,653,I generally study with two classmates,because the two classmates are good study partners.,S,F1,7.0,generally,QA,two,NMR,,9,Group 18
37,680,I generally study with two classmates,because the two classmates are good study partners.,S,F1,7.0,generally,QA,two,NMR,,25,Group 18
37,705,I generally study with two classmates,because the two classmates are good study partners.,S,F1,6.0,generally,QA,two,NMR,,14,Group 18
37,731,I generally study with two classmates,because the two classmates are good study partners.,S,F1,5.0,generally,QA,two,NMR,"The AI response misunderstands the first statement, believing these two classmates are two specific people chosen because of their qualities, rather than two classmates in general, and responds accordingly. Also, the use of ""two classmates"" again in the second phrase instead of referring to them as ""they"" makes it come off as stilted and unnatural.",5,Group 18
37,761,I generally study with two classmates,because the two classmates are good study partners.,S,F1,7.0,generally,QA,two,NMR,,10,Group 18
37,791,I generally study with two classmates,because the two classmates are good study partners.,S,F1,7.0,generally,QA,two,NMR,,23,Group 18
37,819,I generally study with two classmates,because the two classmates are good study partners.,S,F1,7.0,generally,QA,two,NMR,,19,Group 18
37,845,I generally study with two classmates,because the two classmates are good study partners.,S,F1,4.0,generally,QA,two,NMR,,26,Group 18
37,637,I generally study with two classmates,although it's a different pair of classmates each time.,S,F2,6.0,generally,QA,two,NMR,,11,Group 19
37,671,I generally study with two classmates,although it's a different pair of classmates each time.,S,F2,6.0,generally,QA,two,NMR,,6,Group 19
37,697,I generally study with two classmates,although it's a different pair of classmates each time.,S,F2,5.0,generally,QA,two,NMR,,19,Group 19
37,721,I generally study with two classmates,although it's a different pair of classmates each time.,S,F2,7.0,generally,QA,two,NMR,,7,Group 19
37,749,I generally study with two classmates,although it's a different pair of classmates each time.,S,F2,6.0,generally,QA,two,NMR,,25,Group 19
37,776,I generally study with two classmates,although it's a different pair of classmates each time.,S,F2,7.0,generally,QA,two,NMR,"natural because the 2nd sentence used ""pair"" and ""classmates"" which directly corresponds with the 1st sentence",5,Group 19
37,804,I generally study with two classmates,although it's a different pair of classmates each time.,S,F2,6.0,generally,QA,two,NMR,,14,Group 19
37,836,I generally study with two classmates,although it's a different pair of classmates each time.,S,F2,6.0,generally,QA,two,NMR,,21,Group 19
37,647,I generally study with these two classmates,because the two classmates are good study partners.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,24,Group 26
37,678,I generally study with these two classmates,because the two classmates are good study partners.,Sc,F1,2.0,na_control,na_control,na_control,na_control,,12,Group 26
37,702,I generally study with these two classmates,because the two classmates are good study partners.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,10,Group 26
37,729,I generally study with these two classmates,because the two classmates are good study partners.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,12,Group 26
37,759,I generally study with these two classmates,because the two classmates are good study partners.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,24,Group 26
37,789,I generally study with these two classmates,because the two classmates are good study partners.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,23,Group 26
37,815,I generally study with these two classmates,because the two classmates are good study partners.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,20,Group 26
37,843,I generally study with these two classmates,because the two classmates are good study partners.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,19,Group 26
37,659,I generally study with these two classmates,although it's a different pair of classmates each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,15,Group 20
37,687,I generally study with these two classmates,although it's a different pair of classmates each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,25,Group 20
37,715,I generally study with these two classmates,although it's a different pair of classmates each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,21,Group 20
37,743,I generally study with these two classmates,although it's a different pair of classmates each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,10,Group 20
37,771,I generally study with these two classmates,although it's a different pair of classmates each time.,Sc,F2,7.0,na_control,na_control,na_control,na_control,,20,Group 20
37,799,I generally study with these two classmates,although it's a different pair of classmates each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,10,Group 20
37,827,I generally study with these two classmates,although it's a different pair of classmates each time.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,18,Group 20
37,856,I generally study with these two classmates,although it's a different pair of classmates each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,20,Group 20
38,644,I always watch a movie on the weekend,as it's my favorite movie.,S,F1,3.0,always,QA,a/an,IND,,20,Group 2
38,666,I always watch a movie on the weekend,as it's my favorite movie.,S,F1,1.0,always,QA,a/an,IND,,15,Group 2
38,692,I always watch a movie on the weekend,as it's my favorite movie.,S,F1,1.0,always,QA,a/an,IND,,26,Group 2
38,719,I always watch a movie on the weekend,as it's my favorite movie.,S,F1,3.0,always,QA,a/an,IND,,25,Group 2
38,747,I always watch a movie on the weekend,as it's my favorite movie.,S,F1,3.0,always,QA,a/an,IND,Again makes sense but just sounds odd,7,Group 2
38,777,I always watch a movie on the weekend,as it's my favorite movie.,S,F1,3.0,always,QA,a/an,IND,,16,Group 2
38,810,I always watch a movie on the weekend,as it's my favorite movie.,S,F1,2.0,always,QA,a/an,IND,,21,Group 2
38,833,I always watch a movie on the weekend,as it's my favorite movie.,S,F1,3.0,always,QA,a/an,IND,,20,Group 2
38,652,I always watch a movie on the weekend,although it's a different movie each time.,S,F2,6.0,always,QA,a/an,IND,,18,Group 6
38,675,I always watch a movie on the weekend,although it's a different movie each time.,S,F2,6.0,always,QA,a/an,IND,,21,Group 6
38,711,I always watch a movie on the weekend,although it's a different movie each time.,S,F2,6.0,always,QA,a/an,IND,,15,Group 6
38,767,I always watch a movie on the weekend,although it's a different movie each time.,S,F2,6.0,always,QA,a/an,IND,,21,Group 6
38,795,I always watch a movie on the weekend,although it's a different movie each time.,S,F2,7.0,always,QA,a/an,IND,,6,Group 6
38,823,I always watch a movie on the weekend,although it's a different movie each time.,S,F2,7.0,always,QA,a/an,IND,,26,Group 6
38,852,I always watch a movie on the weekend,although it's a different movie each time.,S,F2,7.0,always,QA,a/an,IND,,6,Group 6
38,657,I watched a movie on the weekend,as it's my favorite movie.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,21,Group 3
38,682,I watched a movie on the weekend,as it's my favorite movie.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,15,Group 3
38,713,I watched a movie on the weekend,as it's my favorite movie.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,9,Group 3
38,741,I watched a movie on the weekend,as it's my favorite movie.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,6,Group 3
38,769,I watched a movie on the weekend,as it's my favorite movie.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,25,Group 3
38,797,I watched a movie on the weekend,as it's my favorite movie.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,23,Group 3
38,825,I watched a movie on the weekend,as it's my favorite movie.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,14,Group 3
38,854,I watched a movie on the weekend,as it's my favorite movie.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,21,Group 3
38,652,I watched a movie on the weekend,although it's a different movie each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,9,Group 6
38,675,I watched a movie on the weekend,although it's a different movie each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,14,Group 6
38,711,I watched a movie on the weekend,although it's a different movie each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,14,Group 6
38,767,I watched a movie on the weekend,although it's a different movie each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,15,Group 6
38,795,I watched a movie on the weekend,although it's a different movie each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,26,Group 6
38,823,I watched a movie on the weekend,although it's a different movie each time.,Sc,F2,6.0,na_control,na_control,na_control,na_control,most people would choose to watch a different movie each time,6,Group 6
38,852,I watched a movie on the weekend,although it's a different movie each time.,Sc,F2,6.0,na_control,na_control,na_control,na_control,,20,Group 6
39,652,I always listen to a podcast during my commute,as it's a great podcast.,S,F1,2.0,always,QA,a/an,IND,,21,Group 6
39,675,I always listen to a podcast during my commute,as it's a great podcast.,S,F1,2.0,always,QA,a/an,IND,,12,Group 6
39,711,I always listen to a podcast during my commute,as it's a great podcast.,S,F1,2.0,always,QA,a/an,IND,,6,Group 6
39,767,I always listen to a podcast during my commute,as it's a great podcast.,S,F1,7.0,always,QA,a/an,IND,it makes sense,7,Group 6
39,795,I always listen to a podcast during my commute,as it's a great podcast.,S,F1,6.0,always,QA,a/an,IND,,5,Group 6
39,823,I always listen to a podcast during my commute,as it's a great podcast.,S,F1,7.0,always,QA,a/an,IND,,9,Group 6
39,852,I always listen to a podcast during my commute,as it's a great podcast.,S,F1,7.0,always,QA,a/an,IND,,23,Group 6
39,633,I always listen to a podcast during my commute,but it's a different podcast each day.,S,F2,6.0,always,QA,a/an,IND,,14,Group 15
39,684,I always listen to a podcast during my commute,but it's a different podcast each day.,S,F2,6.0,always,QA,a/an,IND,,19,Group 15
39,725,I always listen to a podcast during my commute,but it's a different podcast each day.,S,F2,7.0,always,QA,a/an,IND,,19,Group 15
39,751,I always listen to a podcast during my commute,but it's a different podcast each day.,S,F2,6.0,always,QA,a/an,IND,The actual situation being described is a little far-fetched but it is possible and sounds quite naturally put.,5,Group 15
39,779,I always listen to a podcast during my commute,but it's a different podcast each day.,S,F2,6.0,always,QA,a/an,IND,,14,Group 15
39,816,I always listen to a podcast during my commute,but it's a different podcast each day.,S,F2,6.0,always,QA,a/an,IND,,6,Group 15
39,840,I always listen to a podcast during my commute,but it's a different podcast each day.,S,F2,7.0,always,QA,a/an,IND,,12,Group 15
39,865,I always listen to a podcast during my commute,but it's a different podcast each day.,S,F2,6.0,always,QA,a/an,IND,,24,Group 15
39,635,I always listen to this podcast during my commute,as it's a great podcast.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,26,Group 22
39,685,I always listen to this podcast during my commute,as it's a great podcast.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,23,Group 22
39,696,I always listen to this podcast during my commute,as it's a great podcast.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,12,Group 22
39,734,I always listen to this podcast during my commute,as it's a great podcast.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,15,Group 22
39,756,I always listen to this podcast during my commute,as it's a great podcast.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,7,Group 22
39,787,I always listen to this podcast during my commute,as it's a great podcast.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,20,Group 22
39,818,I always listen to this podcast during my commute,as it's a great podcast.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,9,Group 22
39,846,I always listen to this podcast during my commute,as it's a great podcast.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,15,Group 22
39,667,I always listen to this podcast during my commute,but it's a different podcast each day.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,21,Group 25
39,689,I always listen to this podcast during my commute,but it's a different podcast each day.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,18,Group 25
39,717,I always listen to this podcast during my commute,but it's a different podcast each day.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,16,Group 25
39,745,I always listen to this podcast during my commute,but it's a different podcast each day.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,23,Group 25
39,773,I always listen to this podcast during my commute,but it's a different podcast each day.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,9,Group 25
39,802,I always listen to this podcast during my commute,but it's a different podcast each day.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,19,Group 25
39,830,I always listen to this podcast during my commute,but it's a different podcast each day.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,20,Group 25
39,858,I always listen to this podcast during my commute,but it's a different podcast each day.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,25,Group 25
40,644,I always bring some books when travelling,since I those particular books are interesting.,S,F1,1.0,always,QA,some,QD,,10,Group 2
40,666,I always bring some books when travelling,since I those particular books are interesting.,S,F1,1.0,always,QA,some,QD,,19,Group 2
40,692,I always bring some books when travelling,since I those particular books are interesting.,S,F1,1.0,always,QA,some,QD,,23,Group 2
40,719,I always bring some books when travelling,since I those particular books are interesting.,S,F1,6.0,always,QA,some,QD,,19,Group 2
40,747,I always bring some books when travelling,since I those particular books are interesting.,S,F1,1.0,always,QA,some,QD,,20,Group 2
40,777,I always bring some books when travelling,since I those particular books are interesting.,S,F1,6.0,always,QA,some,QD,,26,Group 2
40,810,I always bring some books when travelling,since I those particular books are interesting.,S,F1,1.0,always,QA,some,QD,,14,Group 2
40,833,I always bring some books when travelling,since I those particular books are interesting.,S,F1,1.0,always,QA,some,QD,,6,Group 2
40,638,I always bring some books when travelling,although it's a different set of books each time.,S,F2,7.0,always,QA,some,QD,,12,Group 23
40,662,I always bring some books when travelling,although it's a different set of books each time.,S,F2,6.0,always,QA,some,QD,,15,Group 23
40,706,I always bring some books when travelling,although it's a different set of books each time.,S,F2,5.0,always,QA,some,QD,,23,Group 23
40,736,I always bring some books when travelling,although it's a different set of books each time.,S,F2,7.0,always,QA,some,QD,,19,Group 23
40,765,I always bring some books when travelling,although it's a different set of books each time.,S,F2,6.0,always,QA,some,QD,,9,Group 23
40,811,I always bring some books when travelling,although it's a different set of books each time.,S,F2,2.0,always,QA,some,QD,,25,Group 23
40,850,I always bring some books when travelling,although it's a different set of books each time.,S,F2,6.0,always,QA,some,QD,,26,Group 23
40,864,I always bring some books when travelling,although it's a different set of books each time.,S,F2,7.0,always,QA,some,QD,,18,Group 23
40,637,I brought some books when travelling,since I those particular books are interesting.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,9,Group 19
40,671,I brought some books when travelling,since I those particular books are interesting.,Sc,F1,1.0,na_control,na_control,na_control,na_control,Missing word after I ,5,Group 19
40,697,I brought some books when travelling,since I those particular books are interesting.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,10,Group 19
40,721,I brought some books when travelling,since I those particular books are interesting.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,6,Group 19
40,749,I brought some books when travelling,since I those particular books are interesting.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,10,Group 19
40,776,I brought some books when travelling,since I those particular books are interesting.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,16,Group 19
40,804,I brought some books when travelling,since I those particular books are interesting.,Sc,F1,2.0,na_control,na_control,na_control,na_control,,26,Group 19
40,836,I brought some books when travelling,since I those particular books are interesting.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,9,Group 19
40,660,I brought some books when travelling,although it's a different set of books each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,16,Group 10
40,688,I brought some books when travelling,although it's a different set of books each time.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,12,Group 10
40,716,I brought some books when travelling,although it's a different set of books each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,10,Group 10
40,744,I brought some books when travelling,although it's a different set of books each time.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,7,Group 10
40,772,I brought some books when travelling,although it's a different set of books each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,12,Group 10
40,800,I brought some books when travelling,although it's a different set of books each time.,Sc,F2,1.0,na_control,na_control,na_control,na_control,"Doesn't make sense because it mixes tenses.  The first part indicates a one time purchase, but the second part is suggesting several purchases.",7,Group 10
40,828,I brought some books when travelling,although it's a different set of books each time.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,20,Group 10
41,645,I always carry some snacks when hiking,since I find those snacks tasty.,S,F1,3.0,always,QA,some,QD,,21,Group 8
41,664,I always carry some snacks when hiking,since I find those snacks tasty.,S,F1,5.0,always,QA,some,QD,,23,Group 8
41,701,I always carry some snacks when hiking,since I find those snacks tasty.,S,F1,6.0,always,QA,some,QD,,26,Group 8
41,728,I always carry some snacks when hiking,since I find those snacks tasty.,S,F1,6.0,always,QA,some,QD,,21,Group 8
41,758,I always carry some snacks when hiking,since I find those snacks tasty.,S,F1,7.0,always,QA,some,QD,,10,Group 8
41,786,I always carry some snacks when hiking,since I find those snacks tasty.,S,F1,6.0,always,QA,some,QD,,19,Group 8
41,814,I always carry some snacks when hiking,since I find those snacks tasty.,S,F1,7.0,always,QA,some,QD,it makes sense,6,Group 8
41,842,I always carry some snacks when hiking,since I find those snacks tasty.,S,F1,3.0,always,QA,some,QD,,25,Group 8
41,667,I always carry some snacks when hiking,although it's a different set of snacks each time.,S,F2,3.0,always,QA,some,QD,,7,Group 25
41,689,I always carry some snacks when hiking,although it's a different set of snacks each time.,S,F2,6.0,always,QA,some,QD,,11,Group 25
41,717,I always carry some snacks when hiking,although it's a different set of snacks each time.,S,F2,7.0,always,QA,some,QD,,14,Group 25
41,745,I always carry some snacks when hiking,although it's a different set of snacks each time.,S,F2,5.0,always,QA,some,QD,,14,Group 25
41,773,I always carry some snacks when hiking,although it's a different set of snacks each time.,S,F2,6.0,always,QA,some,QD,,5,Group 25
41,802,I always carry some snacks when hiking,although it's a different set of snacks each time.,S,F2,6.0,always,QA,some,QD,,16,Group 25
41,830,I always carry some snacks when hiking,although it's a different set of snacks each time.,S,F2,7.0,always,QA,some,QD,,9,Group 25
41,858,I always carry some snacks when hiking,although it's a different set of snacks each time.,S,F2,7.0,always,QA,some,QD,,26,Group 25
41,633,I carried some snacks when hiking,since I find those snacks tasty.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,24,Group 15
41,684,I carried some snacks when hiking,since I find those snacks tasty.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,26,Group 15
41,725,I carried some snacks when hiking,since I find those snacks tasty.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,18,Group 15
41,751,I carried some snacks when hiking,since I find those snacks tasty.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,16,Group 15
41,779,I carried some snacks when hiking,since I find those snacks tasty.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,23,Group 15
41,816,I carried some snacks when hiking,since I find those snacks tasty.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,15,Group 15
41,840,I carried some snacks when hiking,since I find those snacks tasty.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,14,Group 15
41,865,I carried some snacks when hiking,since I find those snacks tasty.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,15,Group 15
41,641,I carried some snacks when hiking,although it's a different set of snacks each time.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,21,Group 21
