idx,workerid,sentence,Option A,Option B,response,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type,comments,slide_number_in_experiment,proliferate.condition
53,599,A director is casting for six roles in a play.,the six roles in the play are being cast by different directors,the six roles in the play are being cast by the same director,B,B,surface,a,indefinite,six,number,,26,Group 24
53,374,A director is casting for six roles in a play.,the six roles in the play are being cast by different directors,the six roles in the play are being cast by the same director,B,B,surface,a,indefinite,six,number,,5,Group 24
53,486,A director is casting for six roles in a play.,the six roles in the play are being cast by different directors,the six roles in the play are being cast by the same director,B,B,surface,a,indefinite,six,number,,22,Group 24
53,418,A director is casting for six roles in a play.,the six roles in the play are being cast by different directors,the six roles in the play are being cast by the same director,B,B,surface,a,indefinite,six,number,,19,Group 24
54,451,"In a zoo there are exactly seven keepers: Allen, Blake, Carter, Davis, Evans, Foster, and Green.",the seven keepers are all in the same zoo,the seven keepers are not all in the same zoo,A,A,surface,a,indefinite,exactly seven,number,,12,Group 36
54,355,"In a zoo there are exactly seven keepers: Allen, Blake, Carter, Davis, Evans, Foster, and Green.",the seven keepers are all in the same zoo,the seven keepers are not all in the same zoo,A,A,surface,a,indefinite,exactly seven,number,,5,Group 36
54,401,"In a zoo there are exactly seven keepers: Allen, Blake, Carter, Davis, Evans, Foster, and Green.",the seven keepers are all in the same zoo,the seven keepers are not all in the same zoo,A,A,surface,a,indefinite,exactly seven,number,,27,Group 36
54,506,"In a zoo there are exactly seven keepers: Allen, Blake, Carter, Davis, Evans, Foster, and Green.",the seven keepers are all in the same zoo,the seven keepers are not all in the same zoo,A,A,surface,a,indefinite,exactly seven,number,,7,Group 36
54,573,"In a zoo there are exactly seven keepers: Allen, Blake, Carter, Davis, Evans, Foster, and Green.",the seven keepers are all in the same zoo,the seven keepers are not all in the same zoo,A,A,surface,a,indefinite,exactly seven,number,,15,Group 36
54,380,"In a zoo there are exactly seven keepers: Allen, Blake, Carter, Davis, Evans, Foster, and Green.",the seven keepers are all in the same zoo,the seven keepers are not all in the same zoo,A,A,surface,a,indefinite,exactly seven,number,,12,Group 48
55,482,"A chef prepares exactly three types of sushi - maki, nigiri, and sashimi.",the three types of sushi are all prepared by the same chef,the three types of sushi are not all prepared by the same chef,A,A,surface,a,indefinite,exactly three,number,,21,Group 15
55,370,"A chef prepares exactly three types of sushi - maki, nigiri, and sashimi.",the three types of sushi are all prepared by the same chef,the three types of sushi are not all prepared by the same chef,A,A,surface,a,indefinite,exactly three,number,,6,Group 15
55,431,"A chef prepares exactly three types of sushi - maki, nigiri, and sashimi.",the three types of sushi are all prepared by the same chef,the three types of sushi are not all prepared by the same chef,A,A,surface,a,indefinite,exactly three,number,,22,Group 15
55,594,"A chef prepares exactly three types of sushi - maki, nigiri, and sashimi.",the three types of sushi are all prepared by the same chef,the three types of sushi are not all prepared by the same chef,A,A,surface,a,indefinite,exactly three,number,,24,Group 15
55,535,"A chef prepares exactly three types of sushi - maki, nigiri, and sashimi.",the three types of sushi are all prepared by the same chef,the three types of sushi are not all prepared by the same chef,A,A,surface,a,indefinite,exactly three,number,,5,Group 15
56,484,A teacher is grading four sets of exams.,the four sets of exams are being graded by different teachers,the four sets of exams are being graded by the same teacher,B,B,surface,a,indefinite,four,number,,19,Group 30
56,591,A teacher is grading four sets of exams.,the four sets of exams are being graded by different teachers,the four sets of exams are being graded by the same teacher,B,B,surface,a,indefinite,four,number,,5,Group 30
56,369,A teacher is grading four sets of exams.,the four sets of exams are being graded by different teachers,the four sets of exams are being graded by the same teacher,B,B,surface,a,indefinite,four,number,,9,Group 30
56,534,A teacher is grading four sets of exams.,the four sets of exams are being graded by different teachers,the four sets of exams are being graded by the same teacher,B,B,surface,a,indefinite,four,number,,25,Group 30
56,433,A teacher is grading four sets of exams.,the four sets of exams are being graded by different teachers,the four sets of exams are being graded by the same teacher,B,B,surface,a,indefinite,four,number,,17,Group 30
57,484,"In a garage there are exactly five mechanics: Smith, Taylor, Underwood, Vance, and Williams.",the five mechanics are all in the same garage,the five mechanics are not all in the same garage,A,A,surface,a,indefinite,exactly five,number,,17,Group 30
57,591,"In a garage there are exactly five mechanics: Smith, Taylor, Underwood, Vance, and Williams.",the five mechanics are all in the same garage,the five mechanics are not all in the same garage,A,A,surface,a,indefinite,exactly five,number,,9,Group 30
57,369,"In a garage there are exactly five mechanics: Smith, Taylor, Underwood, Vance, and Williams.",the five mechanics are all in the same garage,the five mechanics are not all in the same garage,A,A,surface,a,indefinite,exactly five,number,,16,Group 30
57,534,"In a garage there are exactly five mechanics: Smith, Taylor, Underwood, Vance, and Williams.",the five mechanics are all in the same garage,the five mechanics are not all in the same garage,A,A,surface,a,indefinite,exactly five,number,,14,Group 30
57,433,"In a garage there are exactly five mechanics: Smith, Taylor, Underwood, Vance, and Williams.",the five mechanics are all in the same garage,the five mechanics are not all in the same garage,A,A,surface,a,indefinite,exactly five,number,,16,Group 30
58,375,A library has seven sections.,some of the seven sections are in different libraries,all seven sections are in the same library,B,B,surface,a,indefinite,seven,number,,11,Group 21
58,600,A library has seven sections.,some of the seven sections are in different libraries,all seven sections are in the same library,B,B,surface,a,indefinite,seven,number,,17,Group 21
58,423,A library has seven sections.,some of the seven sections are in different libraries,all seven sections are in the same library,B,B,surface,a,indefinite,seven,number,,9,Group 21
58,541,A library has seven sections.,some of the seven sections are in different libraries,all seven sections are in the same library,B,B,surface,a,indefinite,seven,number,,11,Group 21
58,487,A library has seven sections.,some of the seven sections are in different libraries,all seven sections are in the same library,B,B,surface,a,indefinite,seven,number,,16,Group 21
59,561,A farmer owns nine cows.,all nine cows belong to the same farmer,some of the nine cows belong to different farmers,A,A,surface,a,indefinite,nine,number,,25,Group 51
59,454,A farmer owns nine cows.,all nine cows belong to the same farmer,some of the nine cows belong to different farmers,A,A,surface,a,indefinite,nine,number,,9,Group 51
59,392,A farmer owns nine cows.,all nine cows belong to the same farmer,some of the nine cows belong to different farmers,A,A,surface,a,indefinite,nine,number,,9,Group 51
59,334,A farmer owns nine cows.,all nine cows belong to the same farmer,some of the nine cows belong to different farmers,A,A,surface,a,indefinite,nine,number,,11,Group 51
59,507,A farmer owns nine cows.,all nine cows belong to the same farmer,some of the nine cows belong to different farmers,A,A,surface,a,indefinite,nine,number,,5,Group 51
60,518,A school has four buildings.,the four buildings are in different schools,the four buildings are in the same school,B,B,surface,a,indefinite,four,number,,11,Group 26
60,557,A school has four buildings.,the four buildings are in different schools,the four buildings are in the same school,B,B,surface,a,indefinite,four,number,,24,Group 26
60,461,A school has four buildings.,the four buildings are in different schools,the four buildings are in the same school,B,B,surface,a,indefinite,four,number,,17,Group 26
60,405,A school has four buildings.,the four buildings are in different schools,the four buildings are in the same school,B,B,surface,a,indefinite,four,number,,16,Group 26
60,616,A school has four buildings.,the four buildings are in different schools,the four buildings are in the same school,B,B,surface,a,indefinite,four,number,,5,Group 26
61,595,"In a hospital, there are exactly five doctors: Alice, Bob, Charlie, David, and Eve.",the five doctors are all in the same hospital,the five doctors are not all in the same hospital,A,A,surface,a,indefinite,exactly five,number,,11,Group 11
61,371,"In a hospital, there are exactly five doctors: Alice, Bob, Charlie, David, and Eve.",the five doctors are all in the same hospital,the five doctors are not all in the same hospital,A,A,surface,a,indefinite,exactly five,number,,6,Group 11
61,398,"In a hospital, there are exactly five doctors: Alice, Bob, Charlie, David, and Eve.",the five doctors are all in the same hospital,the five doctors are not all in the same hospital,A,A,surface,a,indefinite,exactly five,number,,16,Group 11
61,470,"In a hospital, there are exactly five doctors: Alice, Bob, Charlie, David, and Eve.",the five doctors are all in the same hospital,the five doctors are not all in the same hospital,A,A,surface,a,indefinite,exactly five,number,,6,Group 11
61,523,"In a hospital, there are exactly five doctors: Alice, Bob, Charlie, David, and Eve.",the five doctors are all in the same hospital,the five doctors are not all in the same hospital,A,A,surface,a,indefinite,exactly five,number,,26,Group 11
62,570,"Engineers at a power station operate six turbines - A, B, C, D, E, and F - to generate electricity.",not all six turbines are operated at the same power station,all six turbines are operated at the same power station,B,B,surface,a,indefinite,six,number,,20,Group 5
62,460,"Engineers at a power station operate six turbines - A, B, C, D, E, and F - to generate electricity.",not all six turbines are operated at the same power station,all six turbines are operated at the same power station,B,B,surface,a,indefinite,six,number,,19,Group 5
62,350,"Engineers at a power station operate six turbines - A, B, C, D, E, and F - to generate electricity.",not all six turbines are operated at the same power station,all six turbines are operated at the same power station,B,B,surface,a,indefinite,six,number,,27,Group 5
62,515,"Engineers at a power station operate six turbines - A, B, C, D, E, and F - to generate electricity.",not all six turbines are operated at the same power station,all six turbines are operated at the same power station,B,B,surface,a,indefinite,six,number,,15,Group 5
62,404,"Engineers at a power station operate six turbines - A, B, C, D, E, and F - to generate electricity.",not all six turbines are operated at the same power station,all six turbines are operated at the same power station,B,B,surface,a,indefinite,six,number,,10,Group 5
64,457,A bakery has three ovens.,some of the three ovens are in different bakeries,all three ovens are in the same bakery,B,B,surface,a,indefinite,three,number,,6,Group 43
64,592,A bakery has three ovens.,some of the three ovens are in different bakeries,all three ovens are in the same bakery,B,B,surface,a,indefinite,three,number,,16,Group 43
64,510,A bakery has three ovens.,some of the three ovens are in different bakeries,all three ovens are in the same bakery,B,B,surface,a,indefinite,three,number,,20,Group 43
64,390,A bakery has three ovens.,some of the three ovens are in different bakeries,all three ovens are in the same bakery,B,B,surface,a,indefinite,three,number,,11,Group 43
64,341,A bakery has three ovens.,some of the three ovens are in different bakeries,all three ovens are in the same bakery,B,B,surface,a,indefinite,three,number,,19,Group 43
67,413,"A bakery sells six types of bread - A, B, C, D, E, and F.",there isn't any single bakery that sells all six types of bread,there is a single bakery that sells all six types of bread,B,B,surface,a,indefinite,six,number,,12,Group 7
67,520,"A bakery sells six types of bread - A, B, C, D, E, and F.",there isn't any single bakery that sells all six types of bread,there is a single bakery that sells all six types of bread,B,B,surface,a,indefinite,six,number,,7,Group 7
67,572,"A bakery sells six types of bread - A, B, C, D, E, and F.",there isn't any single bakery that sells all six types of bread,there is a single bakery that sells all six types of bread,B,B,surface,a,indefinite,six,number,,24,Group 7
67,412,"A bakery sells six types of bread - A, B, C, D, E, and F.",there isn't any single bakery that sells all six types of bread,there is a single bakery that sells all six types of bread,B,B,surface,a,indefinite,six,number,,19,Group 7
67,354,"A bakery sells six types of bread - A, B, C, D, E, and F.",there isn't any single bakery that sells all six types of bread,there is a single bakery that sells all six types of bread,B,B,surface,a,indefinite,six,number,,7,Group 7
67,569,"A bakery sells six types of bread - A, B, C, D, E, and F.",there isn't any single bakery that sells all six types of bread,there is a single bakery that sells all six types of bread,B,B,surface,a,indefinite,six,number,,16,Group 46
68,411,"Engineers at a power plant operate five turbines - T1, T2, T3, T4, and T5 for routine maintenance.",all five turbines are operated at the same power plant,not all five turbines are operated at the same power plant,A,A,surface,a,indefinite,five,number,,17,Group 42
68,480,"Engineers at a power plant operate five turbines - T1, T2, T3, T4, and T5 for routine maintenance.",all five turbines are operated at the same power plant,not all five turbines are operated at the same power plant,A,A,surface,a,indefinite,five,number,,6,Group 42
68,346,"Engineers at a power plant operate five turbines - T1, T2, T3, T4, and T5 for routine maintenance.",all five turbines are operated at the same power plant,not all five turbines are operated at the same power plant,A,A,surface,a,indefinite,five,number,,17,Group 42
68,517,"Engineers at a power plant operate five turbines - T1, T2, T3, T4, and T5 for routine maintenance.",all five turbines are operated at the same power plant,not all five turbines are operated at the same power plant,A,A,surface,a,indefinite,five,number,,17,Group 42
68,579,"Engineers at a power plant operate five turbines - T1, T2, T3, T4, and T5 for routine maintenance.",all five turbines are operated at the same power plant,not all five turbines are operated at the same power plant,A,A,surface,a,indefinite,five,number,,26,Group 42
69,539,"A startup company has three founders - X, Y, and Z.",there is more than one startup company in total that has the three founders,there is exactly one startup company in total that has the three founders,B,B,surface,a,indefinite,three,number,,25,Group 24
69,599,"A startup company has three founders - X, Y, and Z.",there is more than one startup company in total that has the three founders,there is exactly one startup company in total that has the three founders,B,B,surface,a,indefinite,three,number,,5,Group 24
69,374,"A startup company has three founders - X, Y, and Z.",there is more than one startup company in total that has the three founders,there is exactly one startup company in total that has the three founders,B,B,surface,a,indefinite,three,number,,10,Group 24
69,486,"A startup company has three founders - X, Y, and Z.",there is more than one startup company in total that has the three founders,there is exactly one startup company in total that has the three founders,B,B,surface,a,indefinite,three,number,,25,Group 24
69,418,"A startup company has three founders - X, Y, and Z.",there is more than one startup company in total that has the three founders,there is exactly one startup company in total that has the three founders,B,B,surface,a,indefinite,three,number,,16,Group 24
70,566,"A famous pianist's album includes exactly nine unique compositions - C1, C2, C3, C4, C5, C6, C7, C8, and C9.",not all compositions are by the same pianist,all compositions are by the same pianist,B,B,surface,a,indefinite,exactly nine,number,,19,Group 33
70,337,"A famous pianist's album includes exactly nine unique compositions - C1, C2, C3, C4, C5, C6, C7, C8, and C9.",not all compositions are by the same pianist,all compositions are by the same pianist,B,B,surface,a,indefinite,exactly nine,number,,9,Group 33
70,395,"A famous pianist's album includes exactly nine unique compositions - C1, C2, C3, C4, C5, C6, C7, C8, and C9.",not all compositions are by the same pianist,all compositions are by the same pianist,B,B,surface,a,indefinite,exactly nine,number,,16,Group 33
70,524,"A famous pianist's album includes exactly nine unique compositions - C1, C2, C3, C4, C5, C6, C7, C8, and C9.",not all compositions are by the same pianist,all compositions are by the same pianist,B,B,surface,a,indefinite,exactly nine,number,,19,Group 33
70,456,"A famous pianist's album includes exactly nine unique compositions - C1, C2, C3, C4, C5, C6, C7, C8, and C9.",not all compositions are by the same pianist,all compositions are by the same pianist,B,B,surface,a,indefinite,exactly nine,number,,25,Group 33
71,424,"A cruise line has seven voyages from Miami to Bahamas - voyages V1, V2, V3, V4, V5, V6, and V7.","voyages V1, V2, V3, V4, V5, V6, and V7 are not all from the same cruise line","voyages V1, V2, V3, V4, V5, V6, and V7 are all from the same cruise line",B,B,surface,a,indefinite,seven,number,,21,Group 4
71,543,"A cruise line has seven voyages from Miami to Bahamas - voyages V1, V2, V3, V4, V5, V6, and V7.","voyages V1, V2, V3, V4, V5, V6, and V7 are not all from the same cruise line","voyages V1, V2, V3, V4, V5, V6, and V7 are all from the same cruise line",B,B,surface,a,indefinite,seven,number,,15,Group 4
71,348,"A cruise line has seven voyages from Miami to Bahamas - voyages V1, V2, V3, V4, V5, V6, and V7.","voyages V1, V2, V3, V4, V5, V6, and V7 are not all from the same cruise line","voyages V1, V2, V3, V4, V5, V6, and V7 are all from the same cruise line",B,B,surface,a,indefinite,seven,number,,24,Group 4
71,584,"A cruise line has seven voyages from Miami to Bahamas - voyages V1, V2, V3, V4, V5, V6, and V7.","voyages V1, V2, V3, V4, V5, V6, and V7 are not all from the same cruise line","voyages V1, V2, V3, V4, V5, V6, and V7 are all from the same cruise line",B,B,surface,a,indefinite,seven,number,,9,Group 4
71,467,"A cruise line has seven voyages from Miami to Bahamas - voyages V1, V2, V3, V4, V5, V6, and V7.","voyages V1, V2, V3, V4, V5, V6, and V7 are not all from the same cruise line","voyages V1, V2, V3, V4, V5, V6, and V7 are all from the same cruise line",B,B,surface,a,indefinite,seven,number,,19,Group 4
72,443,A library holds eleven types of magazines.,there isn't any single library that holds all eleven types of magazines,there is a single library that holds all eleven types of magazines,B,B,surface,a,indefinite,eleven,number,,14,Group 23
72,555,A library holds eleven types of magazines.,there isn't any single library that holds all eleven types of magazines,there is a single library that holds all eleven types of magazines,B,B,surface,a,indefinite,eleven,number,,20,Group 23
72,386,A library holds eleven types of magazines.,there isn't any single library that holds all eleven types of magazines,there is a single library that holds all eleven types of magazines,B,B,surface,a,indefinite,eleven,number,,20,Group 23
72,611,A library holds eleven types of magazines.,there isn't any single library that holds all eleven types of magazines,there is a single library that holds all eleven types of magazines,A,B,surface,a,indefinite,eleven,number,each is as likely as the other,10,Group 23
72,498,A library holds eleven types of magazines.,there isn't any single library that holds all eleven types of magazines,there is a single library that holds all eleven types of magazines,B,B,surface,a,indefinite,eleven,number,,5,Group 23
73,416,"Technicians at a data center manage ten servers - S1, S2, S3, S4, S5, S6, S7, S8, S9, and S10.",all ten servers are managed at the same data center,not all ten servers are managed at the same data center,A,A,surface,a,indefinite,ten,number,,6,Group 18
73,347,"Technicians at a data center manage ten servers - S1, S2, S3, S4, S5, S6, S7, S8, S9, and S10.",all ten servers are managed at the same data center,not all ten servers are managed at the same data center,A,A,surface,a,indefinite,ten,number,,11,Group 18
73,583,"Technicians at a data center manage ten servers - S1, S2, S3, S4, S5, S6, S7, S8, S9, and S10.",all ten servers are managed at the same data center,not all ten servers are managed at the same data center,A,A,surface,a,indefinite,ten,number,,19,Group 18
73,614,"Technicians at a data center manage ten servers - S1, S2, S3, S4, S5, S6, S7, S8, S9, and S10.",all ten servers are managed at the same data center,not all ten servers are managed at the same data center,A,A,surface,a,indefinite,ten,number,,16,Group 18
73,536,"Technicians at a data center manage ten servers - S1, S2, S3, S4, S5, S6, S7, S8, S9, and S10.",all ten servers are managed at the same data center,not all ten servers are managed at the same data center,A,A,surface,a,indefinite,ten,number,,7,Group 18
74,406,"A newly established firm has four partners - P1, P2, P3, and P4.",there is exactly one newly established firm in total that has the four partners,there is more than one newly established firm in total that has the four partners,A,A,surface,a,indefinite,four,number,,20,Group 6
74,525,"A newly established firm has four partners - P1, P2, P3, and P4.",there is exactly one newly established firm in total that has the four partners,there is more than one newly established firm in total that has the four partners,A,A,surface,a,indefinite,four,number,,7,Group 6
74,466,"A newly established firm has four partners - P1, P2, P3, and P4.",there is exactly one newly established firm in total that has the four partners,there is more than one newly established firm in total that has the four partners,A,A,surface,a,indefinite,four,number,,20,Group 6
74,578,"A newly established firm has four partners - P1, P2, P3, and P4.",there is exactly one newly established firm in total that has the four partners,there is more than one newly established firm in total that has the four partners,A,A,surface,a,indefinite,four,number,,6,Group 6
74,357,"A newly established firm has four partners - P1, P2, P3, and P4.",there is exactly one newly established firm in total that has the four partners,there is more than one newly established firm in total that has the four partners,A,A,surface,a,indefinite,four,number,,21,Group 6
75,455,"A renowned violinist's concert features exactly eight different pieces - P1, P2, P3, P4, P5, P6, P7, and P8.",all pieces are performed by the same violinist,not all pieces are performed by the same violinist,A,A,surface,a,indefinite,exactly eight,number,,14,Group 22
75,511,"A renowned violinist's concert features exactly eight different pieces - P1, P2, P3, P4, P5, P6, P7, and P8.",all pieces are performed by the same violinist,not all pieces are performed by the same violinist,A,A,surface,a,indefinite,exactly eight,number,,16,Group 22
75,403,"A renowned violinist's concert features exactly eight different pieces - P1, P2, P3, P4, P5, P6, P7, and P8.",all pieces are performed by the same violinist,not all pieces are performed by the same violinist,A,A,surface,a,indefinite,exactly eight,number,,5,Group 22
75,342,"A renowned violinist's concert features exactly eight different pieces - P1, P2, P3, P4, P5, P6, P7, and P8.",all pieces are performed by the same violinist,not all pieces are performed by the same violinist,A,A,surface,a,indefinite,exactly eight,number,,14,Group 22
76,468,"A bus company operates five routes from Boston to New York - routes R1, R2, R3, R4, and R5.","routes R1, R2, R3, R4, and R5 are all operated by the same bus company","routes R1, R2, R3, R4, and R5 are not all operated by the same bus company",A,A,surface,a,indefinite,five,number,,17,Group 16
76,415,"A bus company operates five routes from Boston to New York - routes R1, R2, R3, R4, and R5.","routes R1, R2, R3, R4, and R5 are all operated by the same bus company","routes R1, R2, R3, R4, and R5 are not all operated by the same bus company",A,A,surface,a,indefinite,five,number,,17,Group 16
76,359,"A bus company operates five routes from Boston to New York - routes R1, R2, R3, R4, and R5.","routes R1, R2, R3, R4, and R5 are all operated by the same bus company","routes R1, R2, R3, R4, and R5 are not all operated by the same bus company",A,A,surface,a,indefinite,five,number,,15,Group 16
76,580,"A bus company operates five routes from Boston to New York - routes R1, R2, R3, R4, and R5.","routes R1, R2, R3, R4, and R5 are all operated by the same bus company","routes R1, R2, R3, R4, and R5 are not all operated by the same bus company",A,A,surface,a,indefinite,five,number,,19,Group 16
76,526,"A bus company operates five routes from Boston to New York - routes R1, R2, R3, R4, and R5.","routes R1, R2, R3, R4, and R5 are all operated by the same bus company","routes R1, R2, R3, R4, and R5 are not all operated by the same bus company",A,A,surface,a,indefinite,five,number,,16,Group 16
77,585,"A library has exactly five new books - P, Q, R, S, and T.",the five books are all in the same library,not all of the five books are in the same library,A,A,surface,a,indefinite,exactly five,number,weird q. either option could be picked,17,Group 14
77,352,"A library has exactly five new books - P, Q, R, S, and T.",the five books are all in the same library,not all of the five books are in the same library,A,A,surface,a,indefinite,exactly five,number,,19,Group 14
77,425,"A library has exactly five new books - P, Q, R, S, and T.",the five books are all in the same library,not all of the five books are in the same library,A,A,surface,a,indefinite,exactly five,number,,5,Group 14
77,479,"A library has exactly five new books - P, Q, R, S, and T.",the five books are all in the same library,not all of the five books are in the same library,A,A,surface,a,indefinite,exactly five,number,,9,Group 14
77,540,"A library has exactly five new books - P, Q, R, S, and T.",the five books are all in the same library,not all of the five books are in the same library,A,A,surface,a,indefinite,exactly five,number,,21,Group 14
78,522,"A bus makes exactly three stops - once at Dover, once at Kent, and once at Sussex - not necessarily in that order.",there is exactly one bus in total,there is more than one bus in total,A,A,surface,a,indefinite,exactly three,number,,5,Group 49
78,414,"A bus makes exactly three stops - once at Dover, once at Kent, and once at Sussex - not necessarily in that order.",there is exactly one bus in total,there is more than one bus in total,A,A,surface,a,indefinite,exactly three,number,,12,Group 49
78,574,"A bus makes exactly three stops - once at Dover, once at Kent, and once at Sussex - not necessarily in that order.",there is exactly one bus in total,there is more than one bus in total,A,A,surface,a,indefinite,exactly three,number,,14,Group 49
78,464,"A bus makes exactly three stops - once at Dover, once at Kent, and once at Sussex - not necessarily in that order.",there is exactly one bus in total,there is more than one bus in total,A,A,surface,a,indefinite,exactly three,number,,24,Group 49
80,499,A farmer has nine cows.,all nine cows belong to the same farmer,some of the nine cows belong to different farmers,A,A,surface,a,indefinite,nine,number,This is talking about individual farmer,19,Group 55
80,387,A farmer has nine cows.,all nine cows belong to the same farmer,some of the nine cows belong to different farmers,A,A,surface,a,indefinite,nine,number,,11,Group 55
80,554,A farmer has nine cows.,all nine cows belong to the same farmer,some of the nine cows belong to different farmers,A,A,surface,a,indefinite,nine,number,,10,Group 55
80,610,A farmer has nine cows.,all nine cows belong to the same farmer,some of the nine cows belong to different farmers,A,A,surface,a,indefinite,nine,number,,22,Group 55
81,598,A pianist will play four different piano sonatas.,the four piano sonatas will be played by different pianists,the four piano sonatas will be played by the same pianist,B,B,surface,a,indefinite,four,number,,26,Group 10
81,537,A pianist will play four different piano sonatas.,the four piano sonatas will be played by different pianists,the four piano sonatas will be played by the same pianist,B,B,surface,a,indefinite,four,number,,6,Group 10
81,417,A pianist will play four different piano sonatas.,the four piano sonatas will be played by different pianists,the four piano sonatas will be played by the same pianist,B,B,surface,a,indefinite,four,number,,10,Group 10
81,373,A pianist will play four different piano sonatas.,the four piano sonatas will be played by different pianists,the four piano sonatas will be played by the same pianist,B,B,surface,a,indefinite,four,number,,9,Group 10
81,477,A pianist will play four different piano sonatas.,the four piano sonatas will be played by different pianists,the four piano sonatas will be played by the same pianist,B,B,surface,a,indefinite,four,number,,25,Group 10
82,588,"A gallery displays exactly six paintings - A, B, C, D, E, and F.",not all of the six paintings are in the same gallery,the six paintings are all in the same gallery,B,B,surface,a,indefinite,exactly six,number,,12,Group 31
82,367,"A gallery displays exactly six paintings - A, B, C, D, E, and F.",not all of the six paintings are in the same gallery,the six paintings are all in the same gallery,B,B,surface,a,indefinite,exactly six,number,,11,Group 31
82,532,"A gallery displays exactly six paintings - A, B, C, D, E, and F.",not all of the six paintings are in the same gallery,the six paintings are all in the same gallery,B,B,surface,a,indefinite,exactly six,number,,21,Group 31
82,481,"A gallery displays exactly six paintings - A, B, C, D, E, and F.",not all of the six paintings are in the same gallery,the six paintings are all in the same gallery,B,B,surface,a,indefinite,exactly six,number,,24,Group 31
82,429,"A gallery displays exactly six paintings - A, B, C, D, E, and F.",not all of the six paintings are in the same gallery,the six paintings are all in the same gallery,B,B,surface,a,indefinite,exactly six,number,,5,Group 31
83,475,"A train stops exactly two times - once at York, once at Leeds - not necessarily in that order.",there is exactly one train in total,there is more than one train in total,A,A,surface,a,indefinite,exactly two,number,,21,Group 37
83,586,"A train stops exactly two times - once at York, once at Leeds - not necessarily in that order.",there is exactly one train in total,there is more than one train in total,A,A,surface,a,indefinite,exactly two,number,,21,Group 37
83,530,"A train stops exactly two times - once at York, once at Leeds - not necessarily in that order.",there is exactly one train in total,there is more than one train in total,A,A,surface,a,indefinite,exactly two,number,,27,Group 37
83,366,"A train stops exactly two times - once at York, once at Leeds - not necessarily in that order.",there is exactly one train in total,there is more than one train in total,B,A,surface,a,indefinite,exactly two,number,,9,Group 37
83,422,"A train stops exactly two times - once at York, once at Leeds - not necessarily in that order.",there is exactly one train in total,there is more than one train in total,A,A,surface,a,indefinite,exactly two,number,,25,Group 37
84,384,"A chef prepares exactly ten dishes - A, B, C, D, E, F, G, H, I, and J.",all dishes are prepared by the same chef,not all dishes are prepared by the same chef,A,A,surface,a,indefinite,exactly ten,number,,25,Group 38
84,609,"A chef prepares exactly ten dishes - A, B, C, D, E, F, G, H, I, and J.",all dishes are prepared by the same chef,not all dishes are prepared by the same chef,A,A,surface,a,indefinite,exactly ten,number,,14,Group 38
84,553,"A chef prepares exactly ten dishes - A, B, C, D, E, F, G, H, I, and J.",all dishes are prepared by the same chef,not all dishes are prepared by the same chef,A,A,surface,a,indefinite,exactly ten,number,,24,Group 38
84,497,"A chef prepares exactly ten dishes - A, B, C, D, E, F, G, H, I, and J.",all dishes are prepared by the same chef,not all dishes are prepared by the same chef,A,A,surface,a,indefinite,exactly ten,number,,12,Group 38
84,442,"A chef prepares exactly ten dishes - A, B, C, D, E, F, G, H, I, and J.",all dishes are prepared by the same chef,not all dishes are prepared by the same chef,A,A,surface,a,indefinite,exactly ten,number,,16,Group 38
85,493,A gardener has seven plants.,all seven plants belong to the same gardener,some of the seven plants belong to different gardeners,A,A,surface,a,indefinite,seven,number,,24,Group 48
85,605,A gardener has seven plants.,all seven plants belong to the same gardener,some of the seven plants belong to different gardeners,A,A,surface,a,indefinite,seven,number,,20,Group 48
85,620,A gardener has seven plants.,all seven plants belong to the same gardener,some of the seven plants belong to different gardeners,A,A,surface,a,indefinite,seven,number,,6,Group 48
85,550,A gardener has seven plants.,all seven plants belong to the same gardener,some of the seven plants belong to different gardeners,A,A,surface,a,indefinite,seven,number,,22,Group 48
86,376,A violinist will play five different violin concertos.,the five violin concertos will be played by the same violinist,the five violin concertos will be played by different violinists,A,A,surface,a,indefinite,five,number,,20,Group 2
86,602,A violinist will play five different violin concertos.,the five violin concertos will be played by the same violinist,the five violin concertos will be played by different violinists,A,A,surface,a,indefinite,five,number,,24,Group 2
86,488,A violinist will play five different violin concertos.,the five violin concertos will be played by the same violinist,the five violin concertos will be played by different violinists,A,A,surface,a,indefinite,five,number,,11,Group 2
86,428,A violinist will play five different violin concertos.,the five violin concertos will be played by the same violinist,the five violin concertos will be played by different violinists,A,A,surface,a,indefinite,five,number,,6,Group 2
86,544,A violinist will play five different violin concertos.,the five violin concertos will be played by the same violinist,the five violin concertos will be played by different violinists,A,A,surface,a,indefinite,five,number,,12,Group 2
88,413,"A gardener plants exactly nine trees - T, U, V, W, X, Y, Z, A, and B.",all trees are planted by the same gardener,not all trees are planted by the same gardener,A,A,surface,a,indefinite,exactly nine,number,,11,Group 7
88,520,"A gardener plants exactly nine trees - T, U, V, W, X, Y, Z, A, and B.",all trees are planted by the same gardener,not all trees are planted by the same gardener,A,A,surface,a,indefinite,exactly nine,number,,11,Group 7
88,572,"A gardener plants exactly nine trees - T, U, V, W, X, Y, Z, A, and B.",all trees are planted by the same gardener,not all trees are planted by the same gardener,A,A,surface,a,indefinite,exactly nine,number,,5,Group 7
